Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.02400041,0.6247997,18.248203
Adam,100,0.016188558,0.026285883,8.357138
Adam,200,0.0038138418,0.011628514,2.023206
Adam,300,0.0013570879,0.0036471328,0.71501523
Adam,400,0.0013599682,0.002451589,0.70449996
Adam,500,0.0013616775,0.0017706845,0.69854563
Adam,600,0.0013625803,0.0013462607,0.69475275
Adam,700,0.001362839,0.0010651558,0.6920711
Adam,800,0.0013625127,0.00087061897,0.68996257
Adam,900,0.0013615764,0.00073172216,0.6881054
Adam,1000,0.0013599203,0.0006306367,0.6862665
Adam,1100,0.0013573003,0.00055690587,0.6842192
Adam,1200,0.0013510004,0.00051575544,0.68065774
Adam,1300,0.0012924966,0.0006492072,0.65274036
Adam,1400,0.0008737996,0.0005918425,0.44281822
Adam,1500,0.00018510035,0.0004430163,0.09698033
Adam,1600,5.0612634e-05,0.00056005444,0.030906864
Adam,1700,1.6360776e-05,0.00046944112,0.012874799
Adam,1800,6.1517107e-06,0.0003615703,0.0066915583
Adam,1900,3.151924e-06,0.0002783568,0.0043595303
Adam,2000,2.1684914e-06,0.00021892581,0.0032735039
Adam,2100,1.7303662e-06,0.00017698189,0.0026350021
Adam,2200,1.4578965e-06,0.00014675224,0.0021964705
Adam,2300,1.2512452e-06,0.00012419031,0.0018675256
Adam,2400,1.0803121e-06,0.000106769585,0.001607852
Adam,2500,9.3409164e-07,9.293257e-05,0.0013963715
Adam,2600,8.0753557e-07,8.168621e-05,0.0012206299
Adam,2700,6.976929e-07,7.237542e-05,0.0010726006
Adam,2800,6.0243156e-07,6.45494e-05,0.00094670977
Adam,2900,5.2004066e-07,5.7890556e-05,0.0008389259
Adam,3000,4.4905826e-07,5.2165535e-05,0.0007461845
Adam,3100,3.8818828e-07,4.720077e-05,0.0006661018
Adam,3200,3.3628302e-07,4.286291e-05,0.0005967706
Adam,3300,2.922948e-07,3.9048096e-05,0.00053662836
Adam,3400,2.5526165e-07,3.567404e-05,0.0004843712
Adam,3500,2.2431033e-07,3.267441e-05,0.00043889924
Adam,3600,1.9857956e-07,2.9995694e-05,0.00039924672
Adam,3700,1.7734654e-07,2.7593054e-05,0.0003646038
Adam,3800,1.6046572e-07,2.5429837e-05,0.00033453124
