psi,theta,K,h
-0.01,0.4298394,0.94855714,0.01
-0.02,0.42983827,0.9337839,0.02
-0.03,0.4298371,0.9232051,0.03
-0.04,0.42983583,0.91467184,0.04
-0.05,0.42983449,0.9073993,0.05
-0.060000000000000005,0.42983305,0.9009992,0.060000000000000005
-0.06999999999999999,0.42983156,0.8952466,0.06999999999999999
-0.08,0.42983,0.8899983,0.08
-0.09,0.42982844,0.8851562,0.09
-0.09999999999999999,0.42982677,0.8806499,0.09999999999999999
-0.11,0.429825,0.87642694,0.11
-0.12,0.42982322,0.87244684,0.12
-0.13,0.42982137,0.86867785,0.13
-0.14,0.4298194,0.86509436,0.14
-0.15000000000000002,0.4298174,0.8616755,0.15000000000000002
-0.16,0.42981535,0.8584039,0.16
-0.17,0.42981318,0.85526484,0.17
-0.18000000000000002,0.429811,0.8522461,0.18000000000000002
-0.19,0.42980868,0.8493368,0.19
-0.2,0.42980635,0.84652793,0.2
-0.21000000000000002,0.4298039,0.8438113,0.21000000000000002
-0.22,0.42980143,0.8411799,0.22
-0.23,0.42979884,0.8386275,0.23
-0.24000000000000002,0.42979616,0.83614856,0.24000000000000002
-0.25,0.42979342,0.8337381,0.25
-0.26,0.42979065,0.8313916,0.26
-0.27,0.42978776,0.8291051,0.27
-0.28,0.42978477,0.82687503,0.28
-0.29000000000000004,0.42978173,0.82469803,0.29000000000000004
-0.3,0.42977858,0.82257104,0.3
-0.31,0.42977536,0.8204913,0.31
-0.32,0.42977205,0.8184565,0.32
-0.33,0.42976865,0.816464,0.33
-0.34,0.42976516,0.8145119,0.34
-0.35000000000000003,0.4297616,0.81259817,0.35000000000000003
-0.36000000000000004,0.42975795,0.8107208,0.36000000000000004
-0.37,0.42975417,0.80887836,0.37
-0.38,0.42975032,0.80706906,0.38
-0.39,0.4297464,0.80529153,0.39
-0.4,0.4297424,0.80354434,0.4
-0.41000000000000003,0.42973822,0.8018261,0.41000000000000003
-0.42000000000000004,0.42973402,0.8001357,0.42000000000000004
-0.43,0.4297297,0.7984721,0.43
-0.44,0.4297253,0.79683405,0.44
-0.45,0.42972076,0.7952206,0.45
-0.46,0.42971617,0.79363084,0.46
-0.47000000000000003,0.42971146,0.7920639,0.47000000000000003
-0.48000000000000004,0.42970663,0.7905188,0.48000000000000004
-0.49,0.42970175,0.7889948,0.49
-0.5,0.42969674,0.7874912,0.5
-0.51,0.4296916,0.7860073,0.51
-0.52,0.42968637,0.78454226,0.52
-0.53,0.42968106,0.7830954,0.53
-0.54,0.42967567,0.78166646,0.54
-0.55,0.42967016,0.7802545,0.55
-0.56,0.4296645,0.77885914,0.56
-0.5700000000000001,0.42965877,0.7774797,0.5700000000000001
-0.5800000000000001,0.42965293,0.7761157,0.5800000000000001
-0.59,0.42964697,0.77476674,0.59
-0.6,0.42964095,0.77343225,0.6
-0.61,0.42963475,0.7721119,0.61
-0.62,0.4296285,0.7708052,0.62
-0.63,0.4296221,0.7695117,0.63
-0.64,0.42961562,0.76823103,0.64
-0.65,0.42960906,0.7669628,0.65
-0.66,0.42960235,0.76570684,0.66
-0.67,0.4295956,0.7644625,0.67
-0.68,0.42958868,0.7632296,0.68
-0.6900000000000001,0.42958164,0.7620078,0.6900000000000001
-0.7000000000000001,0.42957455,0.76079684,0.7000000000000001
-0.7100000000000001,0.42956728,0.7595963,0.7100000000000001
-0.72,0.42955995,0.758406,0.72
-0.73,0.42955253,0.7572256,0.73
-0.74,0.429545,0.7560549,0.74
-0.75,0.42953733,0.75489354,0.75
-0.76,0.42952955,0.7537414,0.76
-0.77,0.42952168,0.75259805,0.77
-0.78,0.42951375,0.75146353,0.78
-0.79,0.42950565,0.7503374,0.79
-0.8,0.42949748,0.74921954,0.8
-0.81,0.4294892,0.74810976,0.81
-0.8200000000000001,0.4294808,0.7470077,0.8200000000000001
-0.8300000000000001,0.4294723,0.7459134,0.8300000000000001
-0.8400000000000001,0.42946368,0.7448264,0.8400000000000001
-0.85,0.42945498,0.7437468,0.85
-0.86,0.42944616,0.7426742,0.86
-0.87,0.42943728,0.7416085,0.87
-0.88,0.42942825,0.7405496,0.88
-0.89,0.42941916,0.73949724,0.89
-0.9,0.42940992,0.7384513,0.9
-0.91,0.42940062,0.7374117,0.91
-0.92,0.4293912,0.73637813,0.92
-0.93,0.42938167,0.7353506,0.93
-0.9400000000000001,0.42937207,0.7343288,0.9400000000000001
-0.9500000000000001,0.42936236,0.73331285,0.9500000000000001
-0.9600000000000001,0.42935252,0.7323024,0.9600000000000001
-0.97,0.42934266,0.7312974,0.97
-0.98,0.42933267,0.7302977,0.98
-0.99,0.42932254,0.72930324,0.99
-1.0,0.42931235,0.7283138,1.0
-1.01,0.42930207,0.7273294,1.01
-1.02,0.4292917,0.7263498,1.02
-1.03,0.4292812,0.72537494,1.03
-1.04,0.42927063,0.72440475,1.04
-1.05,0.42926002,0.72343916,1.05
-1.06,0.42924923,0.7224778,1.06
-1.07,0.42923838,0.7215209,1.07
-1.08,0.42922747,0.72056824,1.08
-1.09,0.42921644,0.71961975,1.09
-1.1,0.42920536,0.7186753,1.1
-1.11,0.4291942,0.7177348,1.11
-1.12,0.4291829,0.7167981,1.12
-1.1300000000000001,0.42917153,0.7158653,1.1300000000000001
-1.1400000000000001,0.4291601,0.7149363,1.1400000000000001
-1.1500000000000001,0.42914855,0.7140109,1.1500000000000001
-1.1600000000000001,0.42913693,0.7130889,1.1600000000000001
-1.17,0.42912528,0.71217054,1.17
-1.18,0.42911345,0.71125555,1.18
-1.19,0.4291016,0.7103439,1.19
-1.2,0.42908967,0.7094355,1.2
-1.21,0.42907768,0.7085303,1.21
-1.22,0.42906556,0.70762825,1.22
-1.23,0.42905337,0.70672923,1.23
-1.24,0.42904115,0.70583326,1.24
-1.25,0.4290288,0.7049402,1.25
-1.26,0.4290164,0.70405,1.26
-1.27,0.42900392,0.7031627,1.27
-1.28,0.4289914,0.702278,1.28
-1.29,0.42897874,0.70139617,1.29
-1.3,0.42896608,0.7005169,1.3
-1.31,0.4289533,0.6996403,1.31
-1.32,0.42894045,0.6987662,1.32
-1.33,0.42892757,0.69789445,1.33
-1.34,0.42891455,0.69702524,1.34
-1.35,0.4289015,0.6961584,1.35
-1.36,0.42888838,0.69529396,1.36
-1.37,0.4288752,0.6944318,1.37
-1.3800000000000001,0.42886198,0.6935718,1.3800000000000001
-1.3900000000000001,0.42884865,0.69271404,1.3900000000000001
-1.4000000000000001,0.42883527,0.6918584,1.4000000000000001
-1.4100000000000001,0.4288218,0.69100493,1.4100000000000001
-1.42,0.42880833,0.6901535,1.42
-1.43,0.42879474,0.6893041,1.43
-1.44,0.42878112,0.68845665,1.44
-1.45,0.42876744,0.6876112,1.45
-1.46,0.42875364,0.6867675,1.46
-1.47,0.42873985,0.68592584,1.47
-1.48,0.42872593,0.68508595,1.48
-1.49,0.428712,0.6842478,1.49
-1.5,0.428698,0.68341154,1.5
-1.51,0.42868394,0.6825769,1.51
-1.52,0.4286698,0.681744,1.52
-1.53,0.42865568,0.6809127,1.53
-1.54,0.42864144,0.68008304,1.54
-1.55,0.42862716,0.679255,1.55
-1.56,0.42861283,0.6784284,1.56
-1.57,0.42859843,0.6776034,1.57
-1.58,0.42858398,0.67677987,1.58
-1.59,0.4285695,0.67595786,1.59
-1.6,0.4285549,0.6751373,1.6
-1.61,0.4285403,0.6743181,1.61
-1.62,0.42852563,0.67350024,1.62
-1.6300000000000001,0.42851093,0.6726838,1.6300000000000001
-1.6400000000000001,0.42849618,0.6718687,1.6400000000000001
-1.6500000000000001,0.42848137,0.67105484,1.6500000000000001
-1.6600000000000001,0.4284665,0.6702423,1.6600000000000001
-1.6700000000000002,0.4284516,0.669431,1.6700000000000002
-1.68,0.42843664,0.66862094,1.68
-1.69,0.42842162,0.66781205,1.69
-1.7,0.4284066,0.6670044,1.7
-1.71,0.42839152,0.6661978,1.71
