psi,theta,K,h
-0.01,0.40950793,4.395266,0.01
-0.02,0.40950677,4.3875475,0.02
-0.03,0.40950572,4.3812094,0.03
-0.04,0.4095047,4.375554,0.04
-0.05,0.4095037,4.37032,0.05
-0.060000000000000005,0.40950263,4.3653746,0.060000000000000005
-0.06999999999999999,0.4095015,4.360641,0.06999999999999999
-0.08,0.40950033,4.356069,0.08
-0.09,0.40949908,4.3516235,0.09
-0.09999999999999999,0.4094978,4.34728,0.09999999999999999
-0.11,0.40949637,4.343019,0.11
-0.12,0.4094949,4.3388257,0.12
-0.13,0.40949333,4.3346896,0.13
-0.14,0.40949166,4.3305993,0.14
-0.15000000000000002,0.40948993,4.326549,0.15000000000000002
-0.16,0.40948808,4.3225303,0.16
-0.17,0.40948617,4.318538,0.17
-0.18000000000000002,0.4094841,4.314568,0.18000000000000002
-0.19,0.409482,4.310615,0.19
-0.2,0.40947974,4.3066764,0.2
-0.21000000000000002,0.40947735,4.3027477,0.21000000000000002
-0.22,0.4094749,4.298827,0.22
-0.23,0.40947235,4.2949114,0.23
-0.24000000000000002,0.40946966,4.2909985,0.24000000000000002
-0.25,0.40946686,4.2870865,0.25
-0.26,0.40946394,4.283172,0.26
-0.27,0.4094609,4.2792554,0.27
-0.28,0.40945774,4.275333,0.28
-0.29000000000000004,0.40945452,4.2714047,0.29000000000000004
-0.3,0.40945113,4.267468,0.3
-0.31,0.4094476,4.2635226,0.31
-0.32,0.40944397,4.259567,0.32
-0.33,0.4094402,4.255599,0.33
-0.34,0.4094363,4.2516193,0.34
-0.35000000000000003,0.4094323,4.2476254,0.35000000000000003
-0.36000000000000004,0.40942812,4.2436175,0.36000000000000004
-0.37,0.40942383,4.239593,0.37
-0.38,0.40941936,4.2355533,0.38
-0.39,0.40941483,4.231496,0.39
-0.4,0.40941012,4.2274203,0.4
-0.41000000000000003,0.40940523,4.2233267,0.41000000000000003
-0.42000000000000004,0.40940028,4.2192135,0.42000000000000004
-0.43,0.4093951,4.2150807,0.43
-0.44,0.40938982,4.2109275,0.44
-0.45,0.40938437,4.2067533,0.45
-0.46,0.40937877,4.2025566,0.46
-0.47000000000000003,0.40937304,4.1983385,0.47000000000000003
-0.48000000000000004,0.40936714,4.1940975,0.48000000000000004
-0.49,0.40936106,4.1898336,0.49
-0.5,0.40935487,4.1855454,0.5
-0.51,0.40934846,4.181234,0.51
-0.52,0.4093419,4.176898,0.52
-0.53,0.40933517,4.1725383,0.53
-0.54,0.40932828,4.1681523,0.54
-0.55,0.4093212,4.1637416,0.55
-0.56,0.40931398,4.159305,0.56
-0.5700000000000001,0.40930653,4.154843,0.5700000000000001
-0.5800000000000001,0.4092989,4.1503544,0.5800000000000001
-0.59,0.40929115,4.1458397,0.59
-0.6,0.40928316,4.1412983,0.6
-0.61,0.409275,4.13673,0.61
-0.62,0.4092666,4.1321344,0.62
-0.63,0.409258,4.1275125,0.63
-0.64,0.40924925,4.1228623,0.64
-0.65,0.4092403,4.1181855,0.65
-0.66,0.40923113,4.11348,0.66
-0.67,0.40922177,4.108748,0.67
-0.68,0.40921217,4.1039886,0.68
-0.6900000000000001,0.40920234,4.0992002,0.6900000000000001
-0.7000000000000001,0.40919235,4.0943847,0.7000000000000001
-0.7100000000000001,0.4091821,4.0895414,0.7100000000000001
-0.72,0.4091716,4.0846696,0.72
-0.73,0.4091609,4.07977,0.73
-0.74,0.40915,4.074843,0.74
-0.75,0.40913883,4.0698876,0.75
-0.76,0.4091274,4.0649047,0.76
-0.77,0.4091158,4.0598936,0.77
-0.78,0.40910387,4.0548553,0.78
-0.79,0.40909177,4.049789,0.79
-0.8,0.40907934,4.0446944,0.8
-0.81,0.40906668,4.039573,0.81
-0.8200000000000001,0.4090538,4.034424,0.8200000000000001
-0.8300000000000001,0.40904066,4.029248,0.8300000000000001
-0.8400000000000001,0.40902722,4.0240445,0.8400000000000001
-0.85,0.4090135,4.0188136,0.85
-0.86,0.40899953,4.0135565,0.86
-0.87,0.40898526,4.008272,0.87
-0.88,0.40897077,4.002961,0.88
-0.89,0.40895596,3.9976234,0.89
-0.9,0.40894085,3.9922602,0.9
-0.91,0.4089255,3.9868705,0.91
-0.92,0.40890986,3.9814548,0.92
-0.93,0.40889382,3.9760134,0.93
-0.9400000000000001,0.40887758,3.9705465,0.9400000000000001
-0.9500000000000001,0.408861,3.9650545,0.9500000000000001
-0.9600000000000001,0.40884417,3.959537,0.9600000000000001
-0.97,0.408827,3.9539948,0.97
-0.98,0.40880948,3.9484284,0.98
-0.99,0.40879172,3.9428372,0.99
-1.0,0.4087736,3.9372218,1.0
-1.01,0.40875518,3.9315827,1.01
-1.02,0.40873647,3.9259202,1.02
-1.03,0.40871745,3.9202342,1.03
-1.04,0.40869808,3.914525,1.04
-1.05,0.40867838,3.908793,1.05
-1.06,0.40865836,3.9030385,1.06
-1.07,0.408638,3.8972614,1.07
-1.08,0.40861732,3.8914623,1.08
-1.09,0.40859634,3.8856418,1.09
-1.1,0.408575,3.8797998,1.1
-1.11,0.40855333,3.8739364,1.11
-1.12,0.40853137,3.8680525,1.12
-1.1300000000000001,0.40850905,3.8621476,1.1300000000000001
-1.1400000000000001,0.40848637,3.8562224,1.1400000000000001
-1.1500000000000001,0.40846336,3.8502774,1.1500000000000001
-1.1600000000000001,0.40844005,3.8443127,1.1600000000000001
-1.17,0.4084164,3.8383288,1.17
-1.18,0.40839243,3.8323255,1.18
-1.19,0.4083681,3.8263032,1.19
-1.2,0.40834343,3.820263,1.2
-1.21,0.4083185,3.8142042,1.21
-1.22,0.4082932,3.8081276,1.22
-1.23,0.40826756,3.8020337,1.23
-1.24,0.40824157,3.7959218,1.24
-1.25,0.40821528,3.7897937,1.25
-1.26,0.40818867,3.7836487,1.26
-1.27,0.40816176,3.7774873,1.27
-1.28,0.40813446,3.7713099,1.28
-1.29,0.40810686,3.7651167,1.29
-1.3,0.40807897,3.758908,1.3
-1.31,0.40805078,3.752684,1.31
-1.32,0.40802222,3.746446,1.32
-1.33,0.40799338,3.7401927,1.33
-1.34,0.40796423,3.7339253,1.34
-1.35,0.40793478,3.7276442,1.35
-1.36,0.40790504,3.7213495,1.36
-1.37,0.407875,3.715041,1.37
-1.3800000000000001,0.40784466,3.70872,1.3800000000000001
-1.3900000000000001,0.40781403,3.7023861,1.3900000000000001
-1.4000000000000001,0.40778306,3.69604,1.4000000000000001
-1.4100000000000001,0.4077518,3.6896815,1.4100000000000001
-1.42,0.40772033,3.683311,1.42
-1.43,0.40768856,3.6769292,1.43
-1.44,0.40765652,3.6705365,1.44
-1.45,0.40762416,3.664132,1.45
-1.46,0.40759158,3.6577177,1.46
-1.47,0.40755868,3.6512926,1.47
-1.48,0.4075256,3.6448572,1.48
-1.49,0.40749216,3.6384122,1.49
-1.5,0.40745854,3.6319578,1.5
-1.51,0.40742463,3.6254938,1.51
-1.52,0.40739053,3.619021,1.52
-1.53,0.40735614,3.6125395,1.53
-1.54,0.4073215,3.6060495,1.54
-1.55,0.4072867,3.5995512,1.55
-1.56,0.4072516,3.5930455,1.56
-1.57,0.4072163,3.5865314,1.57
-1.58,0.40718073,3.5800104,1.58
-1.59,0.40714502,3.5734823,1.59
-1.6,0.40710902,3.5669472,1.6
-1.61,0.40707287,3.5604053,1.61
-1.62,0.40703645,3.5538576,1.62
-1.6300000000000001,0.4069999,3.5473034,1.6300000000000001
-1.6400000000000001,0.4069631,3.5407436,1.6400000000000001
-1.6500000000000001,0.40692613,3.5341778,1.6500000000000001
-1.6600000000000001,0.40688896,3.527607,1.6600000000000001
-1.6700000000000002,0.40685156,3.5210307,1.6700000000000002
-1.68,0.40681398,3.5144498,1.68
-1.69,0.40677625,3.5078642,1.69
-1.7,0.40673834,3.5012746,1.7
-1.71,0.40670025,3.4946802,1.71
-1.72,0.406662,3.4880822,1.72
-1.73,0.4066235,3.4814806,1.73
-1.74,0.40658492,3.4748755,1.74
-1.75,0.40654612,3.4682672,1.75
-1.76,0.4065072,3.4616556,1.76
-1.77,0.4064681,3.4550414,1.77
-1.78,0.4064288,3.4484246,1.78
-1.79,0.40638942,3.4418056,1.79
-1.8,0.40634984,3.4351842,1.8
-1.81,0.40631014,3.4285605,1.81
-1.82,0.40627027,3.4219358,1.82
-1.83,0.4062302,3.4153092,1.83
-1.84,0.4061901,3.4086812,1.84
-1.85,0.4061498,3.4020526,1.85
-1.86,0.4061094,3.3954227,1.86
-1.87,0.40606874,3.3887918,1.87
-1.8800000000000001,0.40602803,3.382161,1.8800000000000001
-1.8900000000000001,0.4059872,3.3755293,1.8900000000000001
-1.9000000000000001,0.40594622,3.3688977,1.9000000000000001
-1.9100000000000001,0.40590513,3.3622663,1.9100000000000001
-1.9200000000000002,0.40586388,3.3556347,1.9200000000000002
-1.93,0.40582246,3.349004,1.93
-1.94,0.40578097,3.3423736,1.94
-1.95,0.40573934,3.3357441,1.95
-1.96,0.40569758,3.3291156,1.96
-1.97,0.40565568,3.322488,1.97
-1.98,0.40561366,3.315862,1.98
-1.99,0.40557155,3.3092372,1.99
-2.0,0.40552926,3.3026145,2.0
-2.01,0.40548688,3.295993,2.01
-2.02,0.40544438,3.2893744,2.02
-2.03,0.40540177,3.2827573,2.03
-2.04,0.40535897,3.2761426,2.04
-2.05,0.40531614,3.26953,2.05
-2.0599999999999996,0.40527314,3.2629206,2.0599999999999996
-2.07,0.40523005,3.256314,2.07
-2.0799999999999996,0.4051868,3.24971,2.0799999999999996
-2.09,0.40514344,3.2431095,2.09
-2.0999999999999996,0.4051,3.236512,2.0999999999999996
-2.11,0.40505642,3.2299175,2.11
-2.1199999999999997,0.40501267,3.2233272,2.1199999999999997
-2.13,0.40496886,3.2167404,2.13
-2.1399999999999997,0.4049249,3.210157,2.1399999999999997
-2.15,0.40488082,3.2035785,2.15
-2.1599999999999997,0.40483662,3.1970034,2.1599999999999997
-2.17,0.40479237,3.1904325,2.17
