psi,theta
-0.01,0.40997148
-0.02,0.40997022
-0.03,0.40996927
-0.04,0.40996844
-0.05,0.4099676
-0.060000000000000005,0.40996683
-0.06999999999999999,0.4099661
-0.08,0.4099654
-0.09,0.40996465
-0.09999999999999999,0.40996397
-0.11,0.4099632
-0.12,0.4099625
-0.13,0.40996176
-0.14,0.40996101
-0.15000000000000002,0.40996024
-0.16,0.40995944
-0.17,0.4099587
-0.18000000000000002,0.40995786
-0.19,0.409957
-0.2,0.40995616
-0.21000000000000002,0.40995523
-0.22,0.4099543
-0.23,0.40995342
-0.24000000000000002,0.4099524
-0.25,0.4099514
-0.26,0.40995038
-0.27,0.4099493
-0.28,0.40994817
-0.29000000000000004,0.40994704
-0.3,0.40994588
-0.31,0.40994465
-0.32,0.4099434
-0.33,0.40994212
-0.34,0.40994078
-0.35000000000000003,0.4099394
-0.36000000000000004,0.40993798
-0.37,0.40993652
-0.38,0.409935
-0.39,0.40993345
-0.4,0.40993184
-0.41000000000000003,0.4099302
-0.42000000000000004,0.4099285
-0.43,0.4099267
-0.44,0.40992492
-0.45,0.4099231
-0.46,0.40992117
-0.47000000000000003,0.4099192
-0.48000000000000004,0.40991718
-0.49,0.4099151
-0.5,0.40991297
-0.51,0.4099108
-0.52,0.40990856
-0.53,0.40990627
-0.54,0.40990388
-0.55,0.40990147
-0.56,0.409899
-0.5700000000000001,0.40989643
-0.5800000000000001,0.4098938
-0.59,0.40989113
-0.6,0.40988842
-0.61,0.40988564
-0.62,0.40988275
-0.63,0.40987983
-0.64,0.40987685
-0.65,0.40987378
-0.66,0.40987065
-0.67,0.40986747
-0.68,0.4098642
-0.6900000000000001,0.40986085
-0.7000000000000001,0.40985748
-0.7100000000000001,0.409854
-0.72,0.4098505
-0.73,0.4098469
-0.74,0.40984324
-0.75,0.4098395
-0.76,0.40983567
-0.77,0.40983182
-0.78,0.4098279
-0.79,0.4098239
-0.8,0.40981978
-0.81,0.40981564
-0.8200000000000001,0.40981144
-0.8300000000000001,0.40980715
-0.8400000000000001,0.4098028
-0.85,0.40979838
-0.86,0.4097939
-0.87,0.40978938
-0.88,0.40978473
-0.89,0.40978003
-0.9,0.40977532
-0.91,0.4097705
-0.92,0.4097656
-0.93,0.40976065
-0.9400000000000001,0.40975565
-0.9500000000000001,0.40975055
-0.9600000000000001,0.4097454
-0.97,0.4097402
-0.98,0.40973496
