psi,theta,K,h
-0.01,0.40966952,0.23174322,0.01
-0.02,0.40966886,0.21874821,0.02
-0.03,0.40966833,0.20759706,0.03
-0.04,0.40966782,0.19764966,0.04
-0.05,0.40966737,0.1886417,0.05
-0.060000000000000005,0.40966696,0.18041857,0.060000000000000005
-0.06999999999999999,0.40966654,0.17287235,0.06999999999999999
-0.08,0.40966615,0.16592017,0.08
-0.09,0.40966576,0.15949473,0.09
-0.09999999999999999,0.4096654,0.15353979,0.09999999999999999
-0.11,0.40966505,0.14800724,0.11
-0.12,0.40966463,0.14285551,0.12
-0.13,0.40966427,0.13804832,0.13
-0.14,0.40966392,0.13355377,0.14
-0.15000000000000002,0.40966356,0.1293437,0.15000000000000002
-0.16,0.4096632,0.12539317,0.16
-0.17,0.40966284,0.12167996,0.17
-0.18000000000000002,0.40966246,0.118184246,0.18000000000000002
-0.19,0.40966213,0.11488825,0.19
-0.2,0.4096617,0.111776054,0.2
-0.21000000000000002,0.40966135,0.10883329,0.21000000000000002
-0.22,0.409661,0.10604705,0.22
-0.23,0.40966058,0.1034056,0.23
-0.24000000000000002,0.40966016,0.10089838,0.24000000000000002
-0.25,0.4096598,0.09851575,0.25
-0.26,0.4096594,0.096248955,0.26
-0.27,0.40965897,0.09409002,0.27
-0.28,0.40965855,0.092031695,0.28
-0.29000000000000004,0.40965813,0.09006729,0.29000000000000004
-0.3,0.4096577,0.08819071,0.3
-0.31,0.40965724,0.08639639,0.31
-0.32,0.40965682,0.084679134,0.32
-0.33,0.40965635,0.083034255,0.33
-0.34,0.40965587,0.08145736,0.34
-0.35000000000000003,0.4096554,0.07994445,0.35000000000000003
-0.36000000000000004,0.40965486,0.07849179,0.36000000000000004
-0.37,0.40965438,0.07709591,0.37
-0.38,0.40965384,0.07575365,0.38
-0.39,0.40965334,0.074462034,0.39
-0.4,0.40965277,0.07321829,0.4
-0.41000000000000003,0.4096522,0.072019875,0.41000000000000003
-0.42000000000000004,0.40965164,0.0708644,0.42000000000000004
-0.43,0.40965104,0.069749646,0.43
-0.44,0.40965044,0.068673536,0.44
-0.45,0.4096498,0.067634106,0.45
-0.46,0.4096492,0.06662956,0.46
-0.47000000000000003,0.40964854,0.0656582,0.47000000000000003
-0.48000000000000004,0.40964785,0.06471842,0.48000000000000004
-0.49,0.40964717,0.063808754,0.49
-0.5,0.40964645,0.062927775,0.5
-0.51,0.40964574,0.062074162,0.51
-0.52,0.40964496,0.061246697,0.52
-0.53,0.40964422,0.060444184,0.53
-0.54,0.4096434,0.05966555,0.54
-0.55,0.40964258,0.058909744,0.55
-0.56,0.40964174,0.058175787,0.56
-0.5700000000000001,0.4096409,0.057462737,0.5700000000000001
-0.5800000000000001,0.40964,0.056769773,0.5800000000000001
-0.59,0.40963915,0.056096025,0.59
-0.6,0.40963817,0.055440724,0.6
-0.61,0.4096372,0.054803107,0.61
-0.62,0.40963626,0.054182507,0.62
-0.63,0.40963525,0.053578246,0.63
-0.64,0.4096342,0.052989677,0.64
-0.65,0.40963313,0.052416228,0.65
-0.66,0.40963203,0.051857296,0.66
-0.67,0.40963095,0.051312353,0.67
-0.68,0.4096298,0.050780885,0.68
-0.6900000000000001,0.4096286,0.05026241,0.6900000000000001
-0.7000000000000001,0.4096274,0.04975644,0.7000000000000001
-0.7100000000000001,0.4096262,0.04926254,0.7100000000000001
-0.72,0.40962487,0.04878028,0.72
-0.73,0.4096236,0.048309274,0.73
-0.74,0.40962225,0.047849108,0.74
-0.75,0.40962088,0.047399417,0.75
-0.76,0.40961945,0.046959855,0.76
-0.77,0.40961802,0.046530094,0.77
-0.78,0.40961656,0.04610979,0.78
-0.79,0.409615,0.045698635,0.79
-0.8,0.40961346,0.04529636,0.8
-0.81,0.40961188,0.04490266,0.81
-0.8200000000000001,0.4096102,0.044517253,0.8200000000000001
-0.8300000000000001,0.40960857,0.044139903,0.8300000000000001
-0.8400000000000001,0.40960687,0.04377035,0.8400000000000001
-0.85,0.40960512,0.043408368,0.85
-0.86,0.4096033,0.043053705,0.86
-0.87,0.40960148,0.042706143,0.87
-0.88,0.40959963,0.042365465,0.88
-0.89,0.4095977,0.042031493,0.89
-0.9,0.40959573,0.04170402,0.9
-0.91,0.40959376,0.041382857,0.91
-0.92,0.4095917,0.0410678,0.92
-0.93,0.4095896,0.040758718,0.93
-0.9400000000000001,0.4095875,0.040455397,0.9400000000000001
-0.9500000000000001,0.4095853,0.04015772,0.9500000000000001
-0.9600000000000001,0.4095831,0.039865512,0.9600000000000001
-0.97,0.4095808,0.039578605,0.97
-0.98,0.4095785,0.039296873,0.98
-0.99,0.40957612,0.039020184,0.99
-1.0,0.4095737,0.038748387,1.0
-1.01,0.40957123,0.038481377,1.01
-1.02,0.40956873,0.038218994,1.02
-1.03,0.40956616,0.03796113,1.03
-1.04,0.4095636,0.03770768,1.04
-1.05,0.40956092,0.03745851,1.05
-1.06,0.40955824,0.037213545,1.06
-1.07,0.4095555,0.03697264,1.07
-1.08,0.4095527,0.036735717,1.08
-1.09,0.40954983,0.036502697,1.09
-1.1,0.40954697,0.03627344,1.1
-1.11,0.409544,0.036047876,1.11
-1.12,0.40954098,0.035825916,1.12
-1.1300000000000001,0.4095379,0.035607453,1.1300000000000001
-1.1400000000000001,0.4095348,0.035392452,1.1400000000000001
-1.1500000000000001,0.40953168,0.035180774,1.1500000000000001
-1.1600000000000001,0.4095285,0.034972385,1.1600000000000001
-1.17,0.40952522,0.034767203,1.17
-1.18,0.40952194,0.034565132,1.18
-1.19,0.4095186,0.034366112,1.19
-1.2,0.4095152,0.034170054,1.2
-1.21,0.4095117,0.03397694,1.21
-1.22,0.40950823,0.033786677,1.22
-1.23,0.40950465,0.033599194,1.23
-1.24,0.40950105,0.033414427,1.24
-1.25,0.40949738,0.033232328,1.25
-1.26,0.40949363,0.03305284,1.26
-1.27,0.4094899,0.0328759,1.27
-1.28,0.4094861,0.03270144,1.28
-1.29,0.40948224,0.032529444,1.29
-1.3,0.4094783,0.032359827,1.3
-1.31,0.40947434,0.032192566,1.31
-1.32,0.40947032,0.03202759,1.32
-1.33,0.40946627,0.03186485,1.33
-1.34,0.40946215,0.031704325,1.34
-1.35,0.40945798,0.031545945,1.35
-1.36,0.40945375,0.03138968,1.36
-1.37,0.40944952,0.031235466,1.37
-1.3800000000000001,0.40944517,0.031083291,1.3800000000000001
-1.3900000000000001,0.40944082,0.030933116,1.3900000000000001
-1.4000000000000001,0.4094364,0.03078487,1.4000000000000001
-1.4100000000000001,0.40943193,0.030638544,1.4100000000000001
-1.42,0.40942743,0.030494079,1.42
-1.43,0.40942287,0.030351426,1.43
-1.44,0.40941828,0.030210612,1.44
-1.45,0.4094136,0.030071547,1.45
-1.46,0.40940893,0.029934227,1.46
-1.47,0.40940416,0.029798595,1.47
-1.48,0.4093994,0.02966463,1.48
-1.49,0.40939453,0.029532315,1.49
-1.5,0.40938962,0.029401597,1.5
-1.51,0.40938473,0.029272443,1.51
-1.52,0.40937975,0.029144846,1.52
-1.53,0.4093747,0.029018769,1.53
-1.54,0.40936965,0.028894179,1.54
-1.55,0.40936452,0.028771069,1.55
-1.56,0.4093594,0.028649392,1.56
-1.57,0.40935415,0.028529111,1.57
-1.58,0.4093489,0.028410232,1.58
-1.59,0.40934366,0.028292725,1.59
-1.6,0.40933833,0.028176557,1.6
-1.61,0.40933296,0.028061684,1.61
-1.62,0.40932754,0.027948128,1.62
-1.6300000000000001,0.40932208,0.027835827,1.6300000000000001
-1.6400000000000001,0.4093166,0.027724806,1.6400000000000001
-1.6500000000000001,0.40931106,0.02761497,1.6500000000000001
-1.6600000000000001,0.40930548,0.027506372,1.6600000000000001
-1.6700000000000002,0.40929988,0.02739896,1.6700000000000002
-1.68,0.40929425,0.027292704,1.68
-1.69,0.40928853,0.027187617,1.69
-1.7,0.4092828,0.027083648,1.7
-1.71,0.40927702,0.026980786,1.71
-1.72,0.40927124,0.026879046,1.72
-1.73,0.4092654,0.026778353,1.73
-1.74,0.4092595,0.026678728,1.74
-1.75,0.40925357,0.026580144,1.75
-1.76,0.40924764,0.026482588,1.76
-1.77,0.40924168,0.026386049,1.77
-1.78,0.4092356,0.026290486,1.78
-1.79,0.40922958,0.026195897,1.79
-1.8,0.40922347,0.026102295,1.8
-1.81,0.40921736,0.026009614,1.81
-1.82,0.40921116,0.02591787,1.82
-1.83,0.409205,0.025827063,1.83
-1.84,0.40919876,0.02573715,1.84
-1.85,0.4091925,0.025648117,1.85
-1.86,0.40918618,0.02555997,1.86
-1.87,0.40917987,0.025472682,1.87
-1.8800000000000001,0.40917355,0.025386246,1.8800000000000001
-1.8900000000000001,0.40916717,0.025300648,1.8900000000000001
-1.9000000000000001,0.40916073,0.025215877,1.9000000000000001
-1.9100000000000001,0.40915427,0.02513193,1.9100000000000001
-1.9200000000000002,0.40914783,0.025048772,1.9200000000000002
-1.93,0.40914133,0.024966404,1.93
-1.94,0.4091348,0.02488481,1.94
-1.95,0.40912825,0.02480401,1.95
-1.96,0.40912166,0.024723941,1.96
-1.97,0.40911502,0.024644619,1.97
-1.98,0.4091084,0.024566034,1.98
-1.99,0.40910172,0.024488168,1.99
-2.0,0.40909502,0.02441103,2.0
-2.01,0.4090883,0.02433459,2.01
-2.02,0.40908155,0.024258856,2.02
-2.03,0.40907478,0.02418378,2.03
-2.04,0.409068,0.0241094,2.04
-2.05,0.40906116,0.02403568,2.05
-2.0599999999999996,0.40905434,0.023962619,2.0599999999999996
-2.07,0.40904745,0.0238902,2.07
-2.0799999999999996,0.40904057,0.023818417,2.0799999999999996
-2.09,0.40903363,0.023747277,2.09
-2.0999999999999996,0.40902668,0.023676742,2.0999999999999996
-2.11,0.40901974,0.023606826,2.11
-2.1199999999999997,0.40901273,0.023537522,2.1199999999999997
-2.13,0.40900573,0.023468815,2.13
-2.1399999999999997,0.40899867,0.023400681,2.1399999999999997
-2.15,0.4089917,0.023333153,2.15
-2.1599999999999997,0.4089846,0.023266198,2.1599999999999997
-2.17,0.4089775,0.023199784,2.17
-2.1799999999999997,0.40897042,0.023133945,2.1799999999999997
-2.19,0.40896326,0.023068663,2.19
-2.1999999999999997,0.4089561,0.023003915,2.1999999999999997
-2.21,0.40894896,0.02293971,2.21
-2.2199999999999998,0.40894175,0.022876024,2.2199999999999998
-2.23,0.40893453,0.022812873,2.23
-2.2399999999999998,0.40892732,0.022750257,2.2399999999999998
-2.25,0.40892008,0.022688128,2.25
-2.26,0.40891284,0.022626504,2.26
-2.27,0.40890554,0.02256539,2.27
-2.28,0.4088982,0.022504766,2.28
-2.29,0.4088909,0.022444636,2.29
-2.3,0.40888357,0.022384964,2.3
-2.31,0.40887624,0.022325773,2.31
-2.32,0.40886885,0.022267053,2.32
-2.3299999999999996,0.40886152,0.022208808,2.3299999999999996
-2.34,0.4088541,0.022150995,2.34
-2.3499999999999996,0.40884668,0.022093648,2.3499999999999996
-2.36,0.4088393,0.022036742,2.36
-2.3699999999999997,0.4088318,0.021980293,2.3699999999999997
-2.38,0.40882435,0.02192427,2.38
-2.3899999999999997,0.40881687,0.021868667,2.3899999999999997
-2.4,0.4088094,0.021813512,2.4
-2.4099999999999997,0.4088019,0.021758744,2.4099999999999997
-2.42,0.40879437,0.021704411,2.42
-2.4299999999999997,0.40878683,0.021650482,2.4299999999999997
-2.44,0.40877932,0.02159697,2.44
-2.4499999999999997,0.40877175,0.02154386,2.4499999999999997
-2.46,0.40876418,0.02149114,2.46
-2.4699999999999998,0.4087566,0.021438813,2.4699999999999998
-2.48,0.40874904,0.021386858,2.48
-2.4899999999999998,0.4087414,0.021335308,2.4899999999999998
-2.5,0.4087338,0.021284128,2.5
-2.51,0.40872616,0.021233305,2.51
-2.52,0.4087185,0.021182893,2.52
-2.53,0.4087109,0.021132797,2.53
-2.54,0.4087032,0.021083098,2.54
-2.55,0.40869552,0.021033747,2.55
-2.56,0.40868783,0.020984752,2.56
-2.57,0.40868014,0.0209361,2.57
-2.5799999999999996,0.4086724,0.020887801,2.5799999999999996
-2.59,0.4086647,0.020839846,2.59
-2.5999999999999996,0.40865698,0.020792224,2.5999999999999996
-2.61,0.4086492,0.02074494,2.61
-2.6199999999999997,0.40864146,0.020697977,2.6199999999999997
-2.63,0.4086337,0.020651354,2.63
-2.6399999999999997,0.40862596,0.020605048,2.6399999999999997
-2.65,0.40861815,0.02055906,2.65
-2.6599999999999997,0.40861034,0.020513397,2.6599999999999997
-2.67,0.4086026,0.020468052,2.67
-2.6799999999999997,0.4085948,0.020423003,2.6799999999999997
-2.69,0.40858695,0.020378262,2.69
-2.6999999999999997,0.4085791,0.020333847,2.6999999999999997
-2.71,0.4085713,0.02028972,2.71
-2.7199999999999998,0.40856344,0.020245869,2.7199999999999998
-2.73,0.40855557,0.020202337,2.73
-2.7399999999999998,0.40854773,0.020159084,2.7399999999999998
-2.75,0.40853986,0.020116126,2.75
-2.76,0.40853196,0.020073462,2.76
-2.77,0.4085241,0.02003107,2.77
-2.78,0.40851623,0.019988948,2.78
-2.79,0.4085083,0.01994712,2.79
-2.8,0.4085004,0.01990555,2.8
-2.81,0.4084925,0.019864282,2.81
-2.82,0.40848458,0.019823244,2.82
-2.8299999999999996,0.40847662,0.019782487,2.8299999999999996
-2.84,0.40846872,0.019741993,2.84
-2.8499999999999996,0.40846074,0.01970177,2.8499999999999996
-2.86,0.4084528,0.019661795,2.86
-2.8699999999999997,0.40844482,0.019622076,2.8699999999999997
-2.88,0.40843683,0.019582603,2.88
-2.8899999999999997,0.4084289,0.019543396,2.8899999999999997
-2.9,0.40842092,0.01950442,2.9
-2.9099999999999997,0.40841293,0.01946571,2.9099999999999997
-2.92,0.40840495,0.019427214,2.92
-2.9299999999999997,0.40839696,0.019388981,2.9299999999999997
-2.94,0.4083889,0.019350976,2.94
-2.9499999999999997,0.40838093,0.019313216,2.9499999999999997
-2.96,0.4083729,0.01927569,2.96
-2.9699999999999998,0.4083649,0.01923838,2.9699999999999998
-2.98,0.40835685,0.01920131,2.98
-2.9899999999999998,0.40834883,0.019164465,2.9899999999999998
-3.0,0.4083408,0.019127838,3.0
-3.01,0.4083327,0.019091459,3.01
-3.02,0.40832466,0.019055273,3.02
-3.03,0.40831658,0.019019311,3.03
-3.04,0.40830854,0.018983575,3.04
-3.05,0.40830046,0.018948056,3.05
-3.06,0.4082924,0.018912746,3.06
-3.07,0.4082843,0.018877644,3.07
