psi,theta,K,h
-0.01,0.4097516,4.419244,0.01
-0.02,0.40974933,4.418114,0.02
-0.03,0.40974706,4.4169626,0.03
-0.04,0.40974462,4.4157643,0.04
-0.05,0.40974206,4.4145136,0.05
-0.060000000000000005,0.40973938,4.4132056,0.060000000000000005
-0.06999999999999999,0.4097365,4.411843,0.06999999999999999
-0.08,0.40973353,4.410424,0.08
-0.09,0.4097304,4.4089503,0.09
-0.09999999999999999,0.4097271,4.4074216,0.09999999999999999
-0.11,0.4097237,4.4058394,0.11
-0.12,0.40972018,4.404204,0.12
-0.13,0.40971652,4.402515,0.13
-0.14,0.40971273,4.4007745,0.14
-0.15000000000000002,0.4097088,4.398983,0.15000000000000002
-0.16,0.40970477,4.39714,0.16
-0.17,0.40970057,4.395247,0.17
-0.18000000000000002,0.40969628,4.393305,0.18000000000000002
-0.19,0.40969184,4.3913126,0.19
-0.2,0.40968728,4.389272,0.2
-0.21000000000000002,0.40968254,4.387183,0.21000000000000002
-0.22,0.40967774,4.3850465,0.22
-0.23,0.40967277,4.3828626,0.23
-0.24000000000000002,0.40966767,4.3806314,0.24000000000000002
-0.25,0.40966246,4.378354,0.25
-0.26,0.40965712,4.37603,0.26
-0.27,0.40965164,4.37366,0.27
-0.28,0.40964603,4.371245,0.28
-0.29000000000000004,0.40964025,4.3687844,0.29000000000000004
-0.3,0.40963435,4.3662796,0.3
-0.31,0.40962833,4.36373,0.31
-0.32,0.4096222,4.3611364,0.32
-0.33,0.40961584,4.3584986,0.33
-0.34,0.4096094,4.3558173,0.34
-0.35000000000000003,0.4096028,4.3530927,0.35000000000000003
-0.36000000000000004,0.40959606,4.350325,0.36000000000000004
-0.37,0.40958917,4.347515,0.37
-0.38,0.40958214,4.3446627,0.38
-0.39,0.40957496,4.341768,0.39
-0.4,0.4095676,4.338831,0.4
-0.41000000000000003,0.40956014,4.3358526,0.41000000000000003
-0.42000000000000004,0.4095525,4.3328333,0.42000000000000004
-0.43,0.4095447,4.3297725,0.43
-0.44,0.40953678,4.3266706,0.44
-0.45,0.40952867,4.323529,0.45
-0.46,0.4095204,4.3203464,0.46
-0.47000000000000003,0.40951192,4.317124,0.47000000000000003
-0.48000000000000004,0.40950337,4.3138614,0.48000000000000004
-0.49,0.40949458,4.3105593,0.49
-0.5,0.40948564,4.307218,0.5
-0.51,0.40947658,4.3038373,0.51
-0.52,0.40946734,4.3004184,0.52
-0.53,0.40945786,4.29696,0.53
-0.54,0.40944827,4.2934637,0.54
-0.55,0.40943843,4.289929,0.55
-0.56,0.4094285,4.2863564,0.56
-0.5700000000000001,0.40941834,4.2827463,0.5700000000000001
-0.5800000000000001,0.40940803,4.2790985,0.5800000000000001
-0.59,0.4093975,4.275413,0.59
-0.6,0.4093868,4.2716913,0.6
-0.61,0.40937594,4.267932,0.61
-0.62,0.40936488,4.2641363,0.62
-0.63,0.40935358,4.260305,0.63
-0.64,0.40934214,4.2564363,0.64
-0.65,0.4093305,4.2525325,0.65
-0.66,0.40931863,4.248593,0.66
-0.67,0.40930662,4.2446175,0.67
-0.68,0.40929437,4.2406073,0.68
-0.6900000000000001,0.40928194,4.2365613,0.6900000000000001
-0.7000000000000001,0.40926927,4.2324815,0.7000000000000001
-0.7100000000000001,0.40925646,4.2283664,0.7100000000000001
-0.72,0.40924338,4.2242174,0.72
-0.73,0.4092301,4.220034,0.73
-0.74,0.40921664,4.215817,0.74
-0.75,0.40920296,4.211566,0.75
-0.76,0.40918908,4.2072816,0.76
-0.77,0.40917495,4.2029634,0.77
-0.78,0.40916064,4.1986127,0.78
-0.79,0.40914613,4.194229,0.79
-0.8,0.40913135,4.189813,0.8
-0.81,0.40911636,4.1853647,0.81
-0.8200000000000001,0.40910113,4.180884,0.8200000000000001
-0.8300000000000001,0.4090857,4.1763716,0.8300000000000001
-0.8400000000000001,0.40907007,4.1718273,0.8400000000000001
-0.85,0.4090542,4.1672516,0.85
-0.86,0.40903807,4.1626444,0.86
-0.87,0.40902174,4.1580067,0.87
-0.88,0.40900514,4.1533375,0.88
-0.89,0.40898836,4.1486382,0.89
-0.9,0.4089713,4.1439085,0.9
-0.91,0.40895402,4.1391487,0.91
-0.92,0.40893653,4.1343584,0.92
-0.93,0.40891874,4.129539,0.93
-0.9400000000000001,0.40890077,4.12469,0.9400000000000001
-0.9500000000000001,0.40888256,4.1198115,0.9500000000000001
-0.9600000000000001,0.40886408,4.1149044,0.9600000000000001
-0.97,0.4088454,4.109968,0.97
-0.98,0.4088264,4.105004,0.98
-0.99,0.40880728,4.1000104,0.99
-1.0,0.40878782,4.09499,1.0
-1.01,0.40876812,4.08994,1.01
-1.02,0.40874818,4.084864,1.02
-1.03,0.408728,4.0797596,1.03
-1.04,0.40870756,4.0746284,1.04
-1.05,0.40868688,4.06947,1.05
-1.06,0.40866596,4.0642853,1.06
-1.07,0.4086448,4.0590734,1.07
-1.08,0.4086233,4.0538354,1.08
-1.09,0.40860164,4.0485716,1.09
-1.1,0.4085797,4.0432816,1.1
-1.11,0.40855753,4.037966,1.11
-1.12,0.40853506,4.032625,1.12
-1.1300000000000001,0.40851235,4.0272584,1.1300000000000001
-1.1400000000000001,0.4084894,4.0218678,1.1400000000000001
-1.1500000000000001,0.4084662,4.016452,1.1500000000000001
-1.1600000000000001,0.40844277,4.0110116,1.1600000000000001
-1.17,0.408419,4.005547,1.17
-1.18,0.40839502,4.000058,1.18
-1.19,0.4083708,3.9945455,1.19
-1.2,0.4083463,3.9890099,1.2
-1.21,0.40832156,3.9834502,1.21
-1.22,0.40829656,3.9778674,1.22
-1.23,0.4082713,3.9722626,1.23
-1.24,0.40824574,3.9666345,1.24
-1.25,0.40822,3.9609838,1.25
-1.26,0.40819395,3.9553108,1.26
-1.27,0.40816766,3.9496157,1.27
-1.28,0.40814114,3.9438996,1.28
-1.29,0.4081143,3.9381611,1.29
-1.3,0.40808725,3.9324017,1.3
-1.31,0.40805995,3.9266212,1.31
-1.32,0.40803236,3.9208193,1.32
-1.33,0.40800452,3.9149976,1.33
-1.34,0.40797645,3.9091551,1.34
-1.35,0.40794814,3.9032924,1.35
-1.36,0.40791953,3.89741,1.36
-1.37,0.40789068,3.8915071,1.37
-1.3800000000000001,0.4078616,3.8855855,1.3800000000000001
-1.3900000000000001,0.40783224,3.8796444,1.3900000000000001
-1.4000000000000001,0.4078026,3.873684,1.4000000000000001
-1.4100000000000001,0.40777278,3.867705,1.4100000000000001
-1.42,0.40774268,3.8617072,1.42
-1.43,0.4077123,3.8556912,1.43
-1.44,0.4076817,3.8496573,1.44
-1.45,0.40765083,3.8436048,1.45
-1.46,0.40761974,3.837535,1.46
-1.47,0.40758836,3.8314474,1.47
-1.48,0.40755677,3.825343,1.48
-1.49,0.40752494,3.819221,1.49
-1.5,0.40749288,3.8130827,1.5
-1.51,0.4074605,3.8069274,1.51
-1.52,0.40742797,3.8007557,1.52
-1.53,0.40739518,3.7945683,1.53
-1.54,0.4073621,3.788365,1.54
-1.55,0.40732878,3.7821455,1.55
-1.56,0.4072953,3.7759106,1.56
-1.57,0.4072615,3.7696605,1.57
-1.58,0.40722746,3.7633955,1.58
-1.59,0.40719324,3.7571154,1.59
-1.6,0.40715876,3.7508206,1.6
-1.61,0.40712404,3.7445116,1.61
-1.62,0.4070891,3.738189,1.62
-1.6300000000000001,0.40705395,3.7318518,1.6300000000000001
-1.6400000000000001,0.4070185,3.7255008,1.6400000000000001
-1.6500000000000001,0.4069829,3.719136,1.6500000000000001
-1.6600000000000001,0.40694705,3.7127585,1.6600000000000001
-1.6700000000000002,0.40691096,3.7063677,1.6700000000000002
-1.68,0.40687466,3.6999638,1.68
-1.69,0.4068381,3.693547,1.69
-1.7,0.40680134,3.6871188,1.7
-1.71,0.4067644,3.6806774,1.71
-1.72,0.4067272,3.674224,1.72
-1.73,0.40668976,3.667759,1.73
-1.74,0.40665218,3.6612823,1.74
-1.75,0.4066143,3.6547942,1.75
-1.76,0.40657625,3.648295,1.76
-1.77,0.40653795,3.6417847,1.77
-1.78,0.40649948,3.6352632,1.78
-1.79,0.40646076,3.6287317,1.79
-1.8,0.4064219,3.62219,1.8
-1.81,0.4063828,3.6156378,1.81
-1.82,0.40634346,3.6090753,1.82
-1.83,0.40630394,3.6025033,1.83
-1.84,0.40626425,3.5959222,1.84
-1.85,0.4062243,3.5893314,1.85
-1.86,0.4061842,3.5827315,1.86
-1.87,0.40614387,3.5761223,1.87
-1.8800000000000001,0.40610337,3.5695047,1.8800000000000001
-1.8900000000000001,0.40606263,3.5628786,1.8900000000000001
-1.9000000000000001,0.4060217,3.5562441,1.9000000000000001
-1.9100000000000001,0.4059806,3.5496013,1.9100000000000001
-1.9200000000000002,0.40593934,3.5429506,1.9200000000000002
-1.93,0.40589783,3.5362923,1.93
-1.94,0.40585613,3.5296264,1.94
-1.95,0.4058143,3.5229533,1.95
-1.96,0.40577227,3.5162723,1.96
-1.97,0.40573,3.509585,1.97
-1.98,0.40568757,3.5028906,1.98
-1.99,0.405645,3.4961896,1.99
-2.0,0.40560222,3.4894824,2.0
-2.01,0.40555924,3.4827688,2.01
-2.02,0.4055161,3.4760492,2.02
-2.03,0.40547282,3.4693239,2.03
-2.04,0.4054293,3.4625928,2.04
-2.05,0.40538564,3.4558563,2.05
-2.0599999999999996,0.4053418,3.4491143,2.0599999999999996
-2.07,0.40529782,3.4423676,2.07
-2.0799999999999996,0.40525362,3.4356158,2.0799999999999996
-2.09,0.40520924,3.4288592,2.09
-2.0999999999999996,0.40516475,3.4220982,2.0999999999999996
-2.11,0.40512007,3.4153328,2.11
-2.1199999999999997,0.4050752,3.408563,2.1199999999999997
-2.13,0.40503016,3.4017892,2.13
-2.1399999999999997,0.40498498,3.3950112,2.1399999999999997
-2.15,0.40493965,3.38823,2.15
-2.1599999999999997,0.4048941,3.3814456,2.1599999999999997
-2.17,0.40484846,3.3746576,2.17
-2.1799999999999997,0.40480265,3.3678663,2.1799999999999997
-2.19,0.40475667,3.3610723,2.19
-2.1999999999999997,0.40471056,3.3542755,2.1999999999999997
-2.21,0.40466428,3.347476,2.21
-2.2199999999999998,0.4046178,3.340674,2.2199999999999998
