psi,theta
-0.01,0.4102037
-0.02,0.41019985
-0.03,0.41019535
-0.04,0.41019034
-0.05,0.4101849
-0.060000000000000005,0.41017908
-0.06999999999999999,0.41017282
-0.08,0.4101663
-0.09,0.4101594
-0.09999999999999999,0.4101522
-0.11,0.41014475
-0.12,0.41013697
-0.13,0.41012895
-0.14,0.4101207
-0.15000000000000002,0.41011214
-0.16,0.4101034
-0.17,0.41009438
-0.18000000000000002,0.41008514
-0.19,0.41007572
-0.2,0.41006604
-0.21000000000000002,0.41005614
-0.22,0.41004604
-0.23,0.41003573
-0.24000000000000002,0.41002524
-0.25,0.4100145
-0.26,0.4100036
-0.27,0.40999246
-0.28,0.4099812
-0.29000000000000004,0.4099697
-0.3,0.409958
-0.31,0.4099461
-0.32,0.40993407
-0.33,0.40992188
-0.34,0.40990943
-0.35000000000000003,0.40989685
-0.36000000000000004,0.40988404
-0.37,0.40987107
-0.38,0.409858
-0.39,0.4098447
-0.4,0.40983117
-0.41000000000000003,0.40981755
-0.42000000000000004,0.4098037
-0.43,0.40978968
-0.44,0.40977553
-0.45,0.4097612
-0.46,0.40974665
-0.47000000000000003,0.40973198
-0.48000000000000004,0.40971714
-0.49,0.40970212
-0.5,0.40968698
-0.51,0.4096716
-0.52,0.40965608
-0.53,0.4096404
-0.54,0.40962458
-0.55,0.40960854
-0.56,0.40959236
-0.5700000000000001,0.40957606
-0.5800000000000001,0.40955952
-0.59,0.40954286
-0.6,0.40952602
-0.61,0.40950906
-0.62,0.4094919
-0.63,0.40947455
-0.64,0.4094571
-0.65,0.40943944
-0.66,0.40942165
-0.67,0.40940368
-0.68,0.4093856
-0.6900000000000001,0.40936726
-0.7000000000000001,0.40934882
-0.7100000000000001,0.4093302
-0.72,0.4093114
-0.73,0.40929246
-0.74,0.40927336
-0.75,0.40925413
-0.76,0.40923476
-0.77,0.40921515
-0.78,0.40919542
-0.79,0.40917552
-0.8,0.40915543
-0.81,0.40913522
-0.8200000000000001,0.40911484
-0.8300000000000001,0.40909427
-0.8400000000000001,0.4090736
-0.85,0.40905273
-0.86,0.4090317
-0.87,0.40901047
-0.88,0.40898913
-0.89,0.4089676
-0.9,0.40894595
-0.91,0.4089241
-0.92,0.4089021
-0.93,0.40887994
-0.9400000000000001,0.4088576
-0.9500000000000001,0.4088351
-0.9600000000000001,0.40881246
-0.97,0.40878966
-0.98,0.4087667
-0.99,0.40874356
-1.0,0.40872025
-1.01,0.4086968
-1.02,0.40867317
-1.03,0.40864936
-1.04,0.40862542
-1.05,0.40860125
-1.06,0.40857702
-1.07,0.4085526
-1.08,0.40852797
-1.09,0.40850323
-1.1,0.40847826
-1.11,0.40845317
-1.12,0.40842795
-1.1300000000000001,0.40840247
-1.1400000000000001,0.40837687
-1.1500000000000001,0.40835112
-1.1600000000000001,0.4083252
-1.17,0.4082991
-1.18,0.40827283
-1.19,0.40824643
-1.2,0.40821987
-1.21,0.4081931
-1.22,0.40816623
-1.23,0.40813917
-1.24,0.40811187
-1.25,0.40808445
-1.26,0.4080569
-1.27,0.40802914
-1.28,0.40800127
-1.29,0.40797317
-1.3,0.40794495
-1.31,0.40791652
-1.32,0.40788797
-1.33,0.4078592
-1.34,0.4078303
-1.35,0.4078012
-1.36,0.40777197
-1.37,0.40774256
-1.3800000000000001,0.407713
-1.3900000000000001,0.40768322
-1.4000000000000001,0.4076533
-1.4100000000000001,0.40762323
-1.42,0.40759295
-1.43,0.40756255
-1.44,0.40753198
-1.45,0.40750122
-1.46,0.40747026
-1.47,0.4074392
-1.48,0.40740794
-1.49,0.40737653
-1.5,0.40734488
-1.51,0.4073131
-1.52,0.4072812
-1.53,0.40724912
-1.54,0.4072168
-1.55,0.40718436
-1.56,0.40715176
-1.57,0.40711895
-1.58,0.40708596
-1.59,0.40705287
-1.6,0.4070196
-1.61,0.40698612
-1.62,0.40695244
-1.6300000000000001,0.40691867
-1.6400000000000001,0.40688473
-1.6500000000000001,0.40685058
-1.6600000000000001,0.40681624
-1.6700000000000002,0.4067818
-1.68,0.4067471
