Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.02442294,2.355537,35.766838
Adam,100,0.01260301,0.1010407,7.311912
Adam,200,0.0034574938,0.030214101,2.0308878
Adam,300,9.733032e-05,0.009199775,0.14066291
Adam,400,8.161851e-05,0.0061818836,0.1026281
Adam,500,8.166432e-05,0.004800103,0.0888332
Adam,600,8.150871e-05,0.0037920652,0.07867501
Adam,700,8.1508864e-05,0.0030380802,0.07113524
Adam,800,8.1583246e-05,0.0024676688,0.06546831
Adam,900,8.16893e-05,0.0020302185,0.061146833
Adam,1000,8.1805905e-05,0.0016899614,0.057802565
Adam,1100,8.1922735e-05,0.0014216476,0.05517784
Adam,1200,8.203485e-05,0.0012073176,0.053090602
Adam,1300,8.214017e-05,0.0010340491,0.05141058
Adam,1400,8.223801e-05,0.00089243206,0.050043326
Adam,1500,8.232833e-05,0.00077551696,0.048919335
Adam,1600,8.241156e-05,0.0006781078,0.04798686
Adam,1700,8.24882e-05,0.00059626834,0.047206786
Adam,1800,8.2558756e-05,0.00052698253,0.046549205
Adam,1900,8.2623854e-05,0.00046791308,0.04599106
Adam,2000,8.268397e-05,0.0004172288,0.04551427
Adam,2100,8.273959e-05,0.0003734828,0.045104623
Adam,2200,8.279113e-05,0.0003355197,0.04475076
Adam,2300,8.283899e-05,0.0003024095,0.04444359
Adam,2400,8.288352e-05,0.000273398,0.04417574
Adam,2500,8.2924984e-05,0.00024786912,0.043941185
Adam,2600,8.296368e-05,0.00022531502,0.043734986
Adam,2700,8.299985e-05,0.00020531542,0.04355308
Adam,2800,8.303374e-05,0.00018752032,0.043392073
Adam,2900,8.306547e-05,0.00017163558,0.04324909
Adam,3000,8.3095234e-05,0.0001574142,0.043121763
Adam,3100,8.312319e-05,0.00014464612,0.04300805
Adam,3200,8.314943e-05,0.00013315311,0.042906247
Adam,3300,8.31742e-05,0.00012278248,0.042814925
Adam,3400,8.319747e-05,0.000113403374,0.042732768
Adam,3500,8.321934e-05,0.00010490276,0.042658698
Adam,3600,8.3239975e-05,9.718283e-05,0.042591814
Adam,3700,8.325941e-05,9.015865e-05,0.042531293
Adam,3800,8.327773e-05,8.375641e-05,0.04247643
Adam,3900,8.329493e-05,7.791125e-05,0.042426575
Adam,4000,8.3311155e-05,7.256649e-05,0.042381242
