psi,theta,K,h
-0.01,0.4299305,1.0330108,0.01
-0.02,0.42992824,1.0307511,0.02
-0.03,0.4299258,1.0287881,0.03
-0.04,0.4299232,1.0269636,0.04
-0.05,0.4299205,1.0252196,0.05
-0.060000000000000005,0.42991763,1.0235274,0.060000000000000005
-0.06999999999999999,0.42991468,1.021871,0.06999999999999999
-0.08,0.4299116,1.02024,0.08
-0.09,0.42990845,1.0186276,0.09
-0.09999999999999999,0.42990518,1.0170293,0.09999999999999999
-0.11,0.42990178,1.0154417,0.11
-0.12,0.42989832,1.0138618,0.12
-0.13,0.4298948,1.012288,0.13
-0.14,0.42989123,1.0107187,0.14
-0.15000000000000002,0.42988747,1.0091529,0.15000000000000002
-0.16,0.42988372,1.0075893,0.16
-0.17,0.42987984,1.0060276,0.17
-0.18000000000000002,0.42987594,1.0044669,0.18000000000000002
-0.19,0.42987192,1.0029069,0.19
-0.2,0.42986786,1.0013472,0.2
-0.21000000000000002,0.4298637,0.99978745,0.21000000000000002
-0.22,0.42985946,0.99822724,0.22
-0.23,0.42985517,0.99666667,0.23
-0.24000000000000002,0.42985082,0.99510545,0.24000000000000002
-0.25,0.42984635,0.9935434,0.25
-0.26,0.42984182,0.9919804,0.26
-0.27,0.42983726,0.9904165,0.27
-0.28,0.4298326,0.9888516,0.28
-0.29000000000000004,0.42982787,0.9872857,0.29000000000000004
-0.3,0.42982307,0.9857187,0.3
-0.31,0.4298182,0.98415065,0.31
-0.32,0.4298133,0.9825815,0.32
-0.33,0.42980826,0.98101133,0.33
-0.34,0.42980316,0.9794401,0.34
-0.35000000000000003,0.429798,0.9778679,0.35000000000000003
-0.36000000000000004,0.42979282,0.9762947,0.36000000000000004
-0.37,0.42978752,0.97472054,0.37
-0.38,0.4297822,0.97314537,0.38
-0.39,0.42977673,0.9715695,0.39
-0.4,0.42977127,0.9699927,0.4
-0.41000000000000003,0.4297657,0.96841514,0.41000000000000003
-0.42000000000000004,0.42976007,0.96683687,0.42000000000000004
-0.43,0.42975435,0.96525794,0.43
-0.44,0.42974856,0.9636783,0.44
-0.45,0.4297427,0.9620982,0.45
-0.46,0.4297368,0.9605175,0.46
-0.47000000000000003,0.42973083,0.95893645,0.47000000000000003
-0.48000000000000004,0.42972475,0.95735484,0.48000000000000004
-0.49,0.4297186,0.95577294,0.49
-0.5,0.4297124,0.9541908,0.5
-0.51,0.42970613,0.9526084,0.51
-0.52,0.4296998,0.9510259,0.52
