Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.02609655,0.6247997,19.296272
Adam,100,0.017811343,0.02704835,9.176155
Adam,200,0.0033148862,0.011765482,1.775098
Adam,300,0.00070038263,0.0034096313,0.38428763
Adam,400,0.0007026416,0.0023020366,0.37434116
Adam,500,0.0007039601,0.0016636542,0.36861658
Adam,600,0.00070477725,0.0012597295,0.3649859
Adam,700,0.00070520164,0.0009892738,0.36249354
Adam,800,0.0007052909,0.0008001978,0.3606474
Adam,900,0.0007050633,0.000663525,0.3591669
Adam,1000,0.00070450455,0.0005621743,0.357874
Adam,1100,0.000703563,0.00048562756,0.35663778
Adam,1200,0.00070213835,0.00042722307,0.3553414
Adam,1300,0.0007000433,0.00038276985,0.35384932
Adam,1400,0.00069636444,0.00035557273,0.35173795
Adam,1500,0.00064275815,0.00047815152,0.32616058
Adam,1600,0.0001458906,0.00025302047,0.07547551
Adam,1700,2.8684877e-05,0.00024190253,0.016761463
Adam,1800,9.75937e-06,0.00022666976,0.0071463827
Adam,1900,4.713781e-06,0.00019726824,0.004329573
Adam,2000,3.0862172e-06,0.00016731207,0.0032162294
Adam,2100,2.4288697e-06,0.00014129677,0.0026274025
Adam,2200,2.0799298e-06,0.00011994762,0.002239441
Adam,2300,1.8528658e-06,0.00010276691,0.001954102
Adam,2400,1.6899022e-06,8.897306e-05,0.0017346817
Adam,2500,1.5674626e-06,7.782107e-05,0.001561942
Adam,2600,1.4718839e-06,6.8696994e-05,0.0014229119
Adam,2700,1.3937232e-06,6.112732e-05,0.0013081348
Adam,2800,1.3263664e-06,5.4757886e-05,0.001210762
Adam,2900,1.2653609e-06,4.932896e-05,0.00112597
Adam,3000,1.2079107e-06,4.4648335e-05,0.0010504387
Adam,3100,1.1523656e-06,4.0573465e-05,0.0009819174
Adam,3200,1.0978557e-06,3.6996385e-05,0.00091889175
Adam,3300,1.0439895e-06,3.3833603e-05,0.0008603308
Adam,3400,9.906455e-07,3.1020325e-05,0.000805526
Adam,3500,9.3790504e-07,2.8503127e-05,0.0007539838
Adam,3600,8.858564e-07,2.6240758e-05,0.00070533575
Adam,3700,8.346909e-07,2.4198534e-05,0.0006593308
Adam,3800,7.843925e-07,2.2348506e-05,0.0006156813
Adam,3900,7.3523887e-07,2.0667007e-05,0.00057428953
Adam,4000,6.8727985e-07,1.9133759e-05,0.00053497753
Adam,4100,6.40605e-07,1.7732882e-05,0.0004976313
Adam,4200,5.9529583e-07,1.6449509e-05,0.00046214298
Adam,4300,5.5144824e-07,1.5271253e-05,0.00042843667
Adam,4400,5.091288e-07,1.4187113e-05,0.00039643556
Adam,4500,4.690652e-07,1.3189792e-05,0.00036643053
Adam,4600,4.291687e-07,1.2268136e-05,0.00033726572
Adam,4700,3.9163046e-07,1.1418521e-05,0.00031000044
Adam,4800,3.5578827e-07,1.0631713e-05,0.00028421127
Adam,4900,3.2179923e-07,9.903956e-06,0.00025993917
L-BFGS-B,1,2.8969373e-07,9.23612e-06,0.00023720806
L-BFGS-B,2,0.00045881706,6.4964333e-06,0.2294735
L-BFGS-B,3,2.9001856e-07,9.13149e-06,0.00023632418
