Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.009585147,0.6247997,11.040571
Adam,100,0.0072667417,0.023955036,3.8729212
Adam,200,0.0061256555,0.008823677,3.1510646
Adam,300,0.00588848,0.0044007385,2.9882474
Adam,400,0.005892968,0.0028400098,2.974884
Adam,500,0.0058937143,0.0020553716,2.967411
Adam,600,0.005891385,0.0016037258,2.9617298
Adam,700,0.0058856118,0.0013298522,2.9561043
Adam,800,0.00587495,0.0011655512,2.9491305
Adam,900,0.005855929,0.0010825399,2.9387898
Adam,1000,0.0058120014,0.0011135685,2.9171362
Adam,1100,0.005651291,0.0013440897,2.8390863
Adam,1200,0.0043002893,0.0017466501,2.1676111
Adam,1300,0.00016066532,0.00077504385,0.088083096
Adam,1400,4.2824755e-05,0.0009825273,0.03123765
Adam,1500,2.2419572e-05,0.0008886612,0.020096399
Adam,1600,1.353868e-05,0.00073727034,0.014142044
Adam,1700,8.934548e-06,0.0006045991,0.010513265
Adam,1800,6.3021325e-06,0.0004980778,0.008131844
Adam,1900,4.7344042e-06,0.00041402783,0.0065074805
Adam,2000,3.7963273e-06,0.00034782008,0.0053763646
Adam,2100,3.22128e-06,0.00029560583,0.0045666983
Adam,2200,2.8370914e-06,0.00025436288,0.0039621745
Adam,2300,2.5445424e-06,0.00022165706,0.003488842
Adam,2400,2.2952622e-06,0.0001954644,0.003102275
Adam,2500,2.0691018e-06,0.00017416634,0.0027762144
Adam,2600,1.8587566e-06,0.0001565308,0.0024946863
Adam,2700,1.662009e-06,0.00014166358,0.0022476404
Adam,2800,1.4786312e-06,0.0001289214,0.0020285295
Adam,2900,1.3090047e-06,0.00011784015,0.0018329038
Adam,3000,1.153683e-06,0.000108083645,0.0016576779
Adam,3100,1.0130836e-06,9.940399e-05,0.0015005817
Adam,3200,8.8738676e-07,9.1617956e-05,0.001359873
Adam,3300,7.76488e-07,8.4588195e-05,0.0012341259
Adam,3400,6.800322e-07,7.8205674e-05,0.0011220728
Adam,3500,5.9737187e-07,7.2391085e-05,0.0010225968
Adam,3600,5.2763176e-07,6.707545e-05,0.00093457045
Adam,3700,4.6972363e-07,6.220795e-05,0.00085694133
Adam,3800,4.2240498e-07,5.7744313e-05,0.00078864564
Adam,3900,3.8431838e-07,5.3648e-05,0.0007286392
Adam,4000,3.5405827e-07,4.9887698e-05,0.0006759061
Adam,4100,3.3023122e-07,4.643702e-05,0.0006294858
Adam,4200,3.1150438e-07,4.3271404e-05,0.00058846624
Adam,4300,2.9665242e-07,4.0367693e-05,0.00055200316
Adam,4400,2.8459695e-07,3.770716e-05,0.0005193701
Adam,4500,2.74426e-07,3.5270426e-05,0.00048991723
Adam,4600,2.654036e-07,3.3039043e-05,0.00046309223
Adam,4700,2.5687535e-07,3.1002037e-05,0.00043845805
Adam,4800,2.4901087e-07,2.9146158e-05,0.00041596702
Adam,4900,2.399531e-07,2.7445505e-05,0.0003944316
L-BFGS-B,1,2.3124991e-07,2.5905054e-05,0.0003746755
