psi,theta,K,h
-0.01,0.40979546,4.4204783,0.01
-0.02,0.40979254,4.4202056,0.02
-0.03,0.40978956,4.419929,0.03
-0.04,0.40978652,4.419639,0.04
-0.05,0.40978336,4.4193335,0.05
-0.060000000000000005,0.40978003,4.41901,0.060000000000000005
-0.06999999999999999,0.40977663,4.4186673,0.06999999999999999
-0.08,0.40977305,4.418306,0.08
-0.09,0.40976933,4.417925,0.09
-0.09999999999999999,0.4097655,4.417523,0.09999999999999999
-0.11,0.40976155,4.4171004,0.11
-0.12,0.40975744,4.4166574,0.12
-0.13,0.4097532,4.416193,0.13
-0.14,0.40974885,4.4157066,0.14
-0.15000000000000002,0.40974432,4.4151998,0.15000000000000002
-0.16,0.40973973,4.41467,0.16
-0.17,0.40973502,4.4141183,0.17
-0.18000000000000002,0.40973014,4.4135437,0.18000000000000002
-0.19,0.40972513,4.412946,0.19
-0.2,0.40972003,4.412326,0.2
-0.21000000000000002,0.40971482,4.4116826,0.21000000000000002
-0.22,0.40970945,4.411015,0.22
-0.23,0.40970394,4.4103246,0.23
-0.24000000000000002,0.4096983,4.40961,0.24000000000000002
-0.25,0.40969253,4.40887,0.25
-0.26,0.40968668,4.408107,0.26
-0.27,0.40968066,4.4073186,0.27
-0.28,0.40967453,4.406505,0.28
-0.29000000000000004,0.40966824,4.405667,0.29000000000000004
-0.3,0.40966183,4.4048033,0.3
-0.31,0.40965527,4.403914,0.31
-0.32,0.4096486,4.402999,0.32
-0.33,0.4096418,4.4020576,0.33
-0.34,0.40963483,4.40109,0.34
-0.35000000000000003,0.40962777,4.400096,0.35000000000000003
-0.36000000000000004,0.40962052,4.399076,0.36000000000000004
-0.37,0.40961316,4.398028,0.37
-0.38,0.40960565,4.3969536,0.38
-0.39,0.40959796,4.395852,0.39
-0.4,0.40959018,4.3947225,0.4
-0.41000000000000003,0.40958223,4.393565,0.41000000000000003
-0.42000000000000004,0.40957415,4.392381,0.42000000000000004
-0.43,0.40956593,4.3911676,0.43
-0.44,0.40955752,4.3899264,0.44
-0.45,0.40954894,4.388657,0.45
-0.46,0.40954027,4.3873587,0.46
-0.47000000000000003,0.40953144,4.3860316,0.47000000000000003
-0.48000000000000004,0.4095224,4.3846755,0.48000000000000004
-0.49,0.40951324,4.38329,0.49
-0.5,0.40950394,4.381875,0.5
-0.51,0.40949446,4.3804307,0.51
-0.52,0.4094848,4.3789573,0.52
-0.53,0.409475,4.377453,0.53
-0.54,0.40946501,4.3759193,0.54
-0.55,0.40945485,4.3743553,0.55
-0.56,0.40944457,4.372761,0.56
-0.5700000000000001,0.40943405,4.3711357,0.5700000000000001
-0.5800000000000001,0.4094234,4.36948,0.5800000000000001
-0.59,0.40941256,4.367793,0.59
-0.6,0.40940157,4.366076,0.6
-0.61,0.4093904,4.3643274,0.61
-0.62,0.409379,4.3625474,0.62
-0.63,0.4093675,4.3607364,0.63
-0.64,0.40935576,4.3588934,0.64
-0.65,0.40934384,4.357019,0.65
-0.66,0.40933174,4.3551126,0.66
-0.67,0.40931943,4.353174,0.67
-0.68,0.409307,4.3512034,0.68
-0.6900000000000001,0.4092943,4.3492007,0.6900000000000001
-0.7000000000000001,0.40928146,4.347166,0.7000000000000001
-0.7100000000000001,0.4092684,4.3450985,0.7100000000000001
-0.72,0.40925515,4.3429985,0.72
-0.73,0.4092417,4.3408656,0.73
-0.74,0.40922803,4.3387,0.74
-0.75,0.40921426,4.3365016,0.75
-0.76,0.4092002,4.3342705,0.76
-0.77,0.40918595,4.3320055,0.77
-0.78,0.40917146,4.329708,0.78
-0.79,0.4091568,4.327377,0.79
-0.8,0.4091419,4.3250127,0.8
-0.81,0.40912685,4.322614,0.81
-0.8200000000000001,0.40911156,4.320183,0.8200000000000001
-0.8300000000000001,0.40909603,4.3177176,0.8300000000000001
-0.8400000000000001,0.40908033,4.315219,0.8400000000000001
-0.85,0.4090644,4.3126864,0.85
-0.86,0.4090482,4.3101196,0.86
-0.87,0.40903187,4.307519,0.87
-0.88,0.40901524,4.3048844,0.88
-0.89,0.40899843,4.3022156,0.89
-0.9,0.40898135,4.299513,0.9
-0.91,0.4089641,4.296776,0.91
-0.92,0.40894663,4.2940044,0.92
-0.93,0.40892893,4.2911987,0.93
-0.9400000000000001,0.40891093,4.2883587,0.9400000000000001
-0.9500000000000001,0.4088928,4.2854843,0.9500000000000001
-0.9600000000000001,0.40887433,4.282575,0.9600000000000001
-0.97,0.40885574,4.2796316,0.97
-0.98,0.40883684,4.276654,0.98
-0.99,0.4088177,4.273641,0.99
-1.0,0.4087984,4.270594,1.0
-1.01,0.40877882,4.2675123,1.01
-1.02,0.408759,4.2643957,1.02
-1.03,0.4087389,4.2612443,1.03
-1.04,0.40871865,4.2580585,1.04
-1.05,0.4086981,4.2548375,1.05
-1.06,0.4086773,4.2515826,1.06
-1.07,0.4086563,4.248292,1.07
