psi,theta,K,h
-0.01,0.42982697,1.0152253,0.01
-0.02,0.42982456,1.0101014,0.02
-0.03,0.42982215,1.0059866,0.03
-0.04,0.42981976,1.0023762,0.04
-0.05,0.42981732,0.9990814,0.05
-0.060000000000000005,0.42981482,0.99600774,0.060000000000000005
-0.06999999999999999,0.42981228,0.9931,0.06999999999999999
-0.08,0.4298097,0.9903226,0.08
-0.09,0.42980707,0.9876509,0.09
-0.09999999999999999,0.42980438,0.98506755,0.09999999999999999
-0.11,0.42980164,0.98255914,0.11
-0.12,0.42979884,0.98011535,0.12
-0.13,0.42979598,0.9777282,0.13
-0.14,0.42979312,0.9753911,0.14
-0.15000000000000002,0.42979014,0.973099,0.15000000000000002
-0.16,0.42978716,0.97084695,0.16
-0.17,0.42978406,0.9686316,0.17
-0.18000000000000002,0.4297809,0.9664496,0.18000000000000002
-0.19,0.42977774,0.9642983,0.19
-0.2,0.4297745,0.9621752,0.2
-0.21000000000000002,0.42977118,0.96007824,0.21000000000000002
-0.22,0.4297678,0.9580058,0.22
-0.23,0.42976436,0.9559559,0.23
-0.24000000000000002,0.42976087,0.95392746,0.24000000000000002
-0.25,0.4297573,0.951919,0.25
-0.26,0.42975366,0.9499295,0.26
-0.27,0.42974997,0.9479577,0.27
-0.28,0.4297462,0.94600284,0.28
-0.29000000000000004,0.4297424,0.94406396,0.29000000000000004
-0.3,0.42973852,0.94214046,0.3
-0.31,0.4297346,0.94023144,0.31
-0.32,0.42973053,0.93833625,0.32
-0.33,0.42972645,0.9364544,0.33
-0.34,0.4297223,0.9345853,0.34
-0.35000000000000003,0.42971808,0.9327284,0.35000000000000003
-0.36000000000000004,0.4297138,0.93088335,0.36000000000000004
-0.37,0.42970943,0.92904943,0.37
-0.38,0.429705,0.92722654,0.38
-0.39,0.4297005,0.9254141,0.39
-0.4,0.42969593,0.9236118,0.4
-0.41000000000000003,0.42969128,0.9218194,0.41000000000000003
-0.42000000000000004,0.42968655,0.92003644,0.42000000000000004
-0.43,0.42968178,0.9182627,0.43
-0.44,0.42967692,0.916498,0.44
-0.45,0.429672,0.914742,0.45
-0.46,0.429667,0.9129944,0.46
-0.47000000000000003,0.4296619,0.91125494,0.47000000000000003
-0.48000000000000004,0.42965674,0.90952355,0.48000000000000004
-0.49,0.42965156,0.9077999,0.49
-0.5,0.42964625,0.9060839,0.5
-0.51,0.4296409,0.9043754,0.51
-0.52,0.4296354,0.902674,0.52
-0.53,0.42962992,0.9009797,0.53
-0.54,0.42962432,0.8992924,0.54
-0.55,0.4296186,0.89761186,0.55
-0.56,0.4296129,0.8959379,0.56
-0.5700000000000001,0.4296071,0.8942705,0.5700000000000001
-0.5800000000000001,0.4296012,0.8926094,0.5800000000000001
-0.59,0.42959517,0.8909546,0.59
-0.6,0.42958915,0.889306,0.6
-0.61,0.429583,0.8876633,0.61
-0.62,0.4295768,0.8860265,0.62
-0.63,0.4295705,0.88439554,0.63
-0.64,0.42956418,0.88277036,0.64
-0.65,0.4295577,0.8811507,0.65
-0.66,0.42955118,0.87953657,0.66
-0.67,0.42954457,0.87792796,0.67
-0.68,0.42953792,0.87632465,0.68
-0.6900000000000001,0.42953116,0.87472665,0.6900000000000001
-0.7000000000000001,0.4295243,0.87313384,0.7000000000000001
-0.7100000000000001,0.4295174,0.8715462,0.7100000000000001
-0.72,0.4295104,0.8699635,0.72
-0.73,0.42950335,0.86838585,0.73
-0.74,0.42949617,0.8668131,0.74
-0.75,0.42948896,0.86524534,0.75
-0.76,0.42948166,0.86368227,0.76
-0.77,0.4294743,0.862124,0.77
-0.78,0.4294668,0.8605703,0.78
-0.79,0.42945927,0.85902137,0.79
-0.8,0.42945164,0.85747707,0.8
-0.81,0.4294439,0.8559372,0.81
-0.8200000000000001,0.42943615,0.85440177,0.8200000000000001
-0.8300000000000001,0.42942825,0.8528708,0.8300000000000001
-0.8400000000000001,0.4294203,0.8513443,0.8400000000000001
-0.85,0.42941228,0.84982204,0.85
