Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.023547461,2.355537,35.3291
Adam,100,0.011897256,0.10075578,6.956186
Adam,200,0.0033001201,0.030240167,1.9524617
Adam,300,0.00012962741,0.009451882,0.15933251
Adam,400,0.00011673878,0.006362118,0.12199057
Adam,500,0.00011676875,0.0049142838,0.10752721
Adam,600,0.00011668056,0.0038640315,0.0969806
Adam,700,0.000116740805,0.0030845078,0.08921548
Adam,800,0.00011686564,0.002498368,0.0834165
Adam,900,0.00011701386,0.0020510177,0.0790171
Adam,1000,0.00011716597,0.0017043938,0.075626925
Adam,1100,0.000117312855,0.0014319003,0.07297543
Adam,1200,0.00011745076,0.0012147764,0.07087315
Adam,1300,0.0001175783,0.0010396104,0.06918526
Adam,1400,0.000117695505,0.00089668535,0.0678146
Adam,1500,0.000117802985,0.00077885855,0.06669008
Adam,1600,0.00011790134,0.0006808068,0.065758735
Adam,1700,0.00011799135,0.0005985107,0.06498078
Adam,1800,0.000118074044,0.00052889803,0.064326
Adam,1900,0.00011815001,0.00046959327,0.063770935
Adam,2000,0.00011821995,0.00041873936,0.06329737
Adam,2100,0.00011828448,0.0003748708,0.06289095
Adam,2200,0.00011834421,0.00033681895,0.06254029
Adam,2300,0.0001183995,0.00030364512,0.0622362
Adam,2400,0.00011845083,0.0002745883,0.061971296
Adam,2500,0.000118498574,0.00024902704,0.061739556
Adam,2600,0.00011854303,0.00022645052,0.06153602
Adam,2700,0.00011858449,0.00020643575,0.061356604
Adam,2800,0.0001186233,0.00018863074,0.06119796
Adam,2900,0.000118659555,0.00017274012,0.06105718
Adam,3000,0.00011869347,0.00015851548,0.06093189
Adam,3100,0.000118725366,0.0001457466,0.06082015
Adam,3200,0.00011875515,0.00013425421,0.06072012
Adam,3300,0.00011878324,0.00012388542,0.06063047
Adam,3400,0.00011880956,0.00011450889,0.06054987
Adam,3500,0.00011883432,0.00010601151,0.060477275
Adam,3600,0.00011885753,9.8295495e-05,0.06041172
Adam,3700,0.00011887933,9.1275695e-05,0.060352422
Adam,3800,0.00011889983,8.48781e-05,0.060298696
Adam,3900,0.000118919066,7.903806e-05,0.060249913
Adam,4000,0.000118937074,7.369885e-05,0.060205527
Adam,4100,0.00011895393,6.8810325e-05,0.06016507
