psi,theta,K,h
-0.01,0.4095695,4.390401,0.01
-0.02,0.4095682,4.3757467,0.02
-0.03,0.40956712,4.362585,0.03
-0.04,0.4095661,4.3501787,0.04
-0.05,0.4095651,4.3382564,0.05
-0.060000000000000005,0.40956396,4.3266845,0.060000000000000005
-0.06999999999999999,0.40956283,4.315386,0.06999999999999999
-0.08,0.40956163,4.3043127,0.08
-0.09,0.40956035,4.2934318,0.09
-0.09999999999999999,0.409559,4.2827196,0.09999999999999999
-0.11,0.40955758,4.272158,0.11
-0.12,0.40955606,4.2617345,0.12
-0.13,0.40955448,4.2514377,0.13
-0.14,0.40955275,4.241259,0.14
-0.15000000000000002,0.40955096,4.2311916,0.15000000000000002
-0.16,0.40954912,4.2212286,0.16
-0.17,0.40954715,4.2113667,0.17
-0.18000000000000002,0.40954506,4.2015996,0.18000000000000002
-0.19,0.40954292,4.191925,0.19
-0.2,0.40954065,4.182338,0.2
-0.21000000000000002,0.4095382,4.1728363,0.21000000000000002
-0.22,0.40953574,4.163417,0.22
-0.23,0.40953308,4.1540775,0.23
-0.24000000000000002,0.4095304,4.144816,0.24000000000000002
-0.25,0.4095276,4.1356297,0.25
-0.26,0.4095246,4.1265163,0.26
-0.27,0.40952152,4.117475,0.27
-0.28,0.40951833,4.108503,0.28
-0.29000000000000004,0.40951502,4.0995994,0.29000000000000004
-0.3,0.40951163,4.0907626,0.3
-0.31,0.40950802,4.0819902,0.31
-0.32,0.40950435,4.073282,0.32
-0.33,0.40950054,4.0646358,0.33
-0.34,0.40949658,4.056051,0.34
-0.35000000000000003,0.4094925,4.047526,0.35000000000000003
-0.36000000000000004,0.40948826,4.039059,0.36000000000000004
-0.37,0.4094839,4.03065,0.37
-0.38,0.40947944,4.0222974,0.38
-0.39,0.4094748,4.014,0.39
-0.4,0.40947002,4.0057573,0.4
-0.41000000000000003,0.40946507,3.9975672,0.41000000000000003
-0.42000000000000004,0.40946,3.9894295,0.42000000000000004
-0.43,0.4094548,3.9813433,0.43
-0.44,0.40944946,3.9733076,0.44
-0.45,0.40944389,3.9653208,0.45
-0.46,0.40943822,3.9573832,0.46
-0.47000000000000003,0.40943235,3.949493,0.47000000000000003
-0.48000000000000004,0.4094264,3.9416504,0.48000000000000004
-0.49,0.4094202,3.933853,0.49
-0.5,0.40941387,3.9261014,0.5
-0.51,0.40940735,3.9183943,0.51
-0.52,0.4094007,3.9107308,0.52
-0.53,0.40939385,3.90311,0.53
-0.54,0.4093868,3.8955321,0.54
-0.55,0.4093796,3.8879952,0.55
-0.56,0.40937218,3.8804994,0.56
-0.5700000000000001,0.4093646,3.8730433,0.5700000000000001
-0.5800000000000001,0.40935686,3.865627,0.5800000000000001
-0.59,0.4093489,3.858249,0.59
-0.6,0.40934074,3.8509095,0.6
-0.61,0.4093324,3.8436074,0.61
-0.62,0.4093238,3.8363419,0.62
-0.63,0.40931505,3.8291128,0.63
-0.64,0.40930608,3.8219185,0.64
-0.65,0.40929693,3.8147595,0.65
-0.66,0.40928754,3.8076346,0.66
-0.67,0.40927792,3.8005438,0.67
-0.68,0.40926808,3.7934859,0.68
-0.6900000000000001,0.409258,3.7864602,0.6900000000000001
-0.7000000000000001,0.4092477,3.7794669,0.7000000000000001
-0.7100000000000001,0.4092372,3.7725046,0.7100000000000001
-0.72,0.40922642,3.7655735,0.72
-0.73,0.40921545,3.758672,0.73
-0.74,0.40920424,3.751801,0.74
-0.75,0.40919274,3.744959,0.75
-0.76,0.40918106,3.738145,0.76
-0.77,0.40916908,3.7313597,0.77
-0.78,0.4091568,3.7246017,0.78
-0.79,0.4091443,3.7178714,0.79
-0.8,0.40913153,3.7111673,0.8
-0.81,0.40911853,3.7044895,0.81
-0.8200000000000001,0.40910524,3.697837,0.8200000000000001
-0.8300000000000001,0.40909165,3.69121,0.8300000000000001
-0.8400000000000001,0.40907785,3.684608,0.8400000000000001
-0.85,0.4090637,3.6780293,0.85
-0.86,0.40904933,3.671475,0.86
-0.87,0.40903467,3.664944,0.87
-0.88,0.40901968,3.6584353,0.88
-0.89,0.4090044,3.6519496,0.89
-0.9,0.40898883,3.6454854,0.9
-0.91,0.40897295,3.6390429,0.91
-0.92,0.40895683,3.6326215,0.92
-0.93,0.40894035,3.6262205,0.93
-0.9400000000000001,0.40892357,3.6198404,0.9400000000000001
-0.9500000000000001,0.4089065,3.6134796,0.9500000000000001
-0.9600000000000001,0.4088891,3.607138,0.9600000000000001
-0.97,0.40887135,3.6008158,0.97
-0.98,0.40885335,3.5945122,0.98
-0.99,0.408835,3.5882273,0.99
-1.0,0.40881634,3.5819595,1.0
-1.01,0.40879735,3.575709,1.01
-1.02,0.40877804,3.5694761,1.02
-1.03,0.4087584,3.5632596,1.03
-1.04,0.40873846,3.5570598,1.04
-1.05,0.40871814,3.5508757,1.05
-1.06,0.40869755,3.5447073,1.06
-1.07,0.40867656,3.5385542,1.07
-1.08,0.4086553,3.532416,1.08
-1.09,0.40863368,3.5262926,1.09
-1.1,0.4086117,3.5201826,1.1
-1.11,0.40858945,3.5140877,1.11
-1.12,0.4085668,3.5080059,1.12
-1.1300000000000001,0.40854383,3.5019372,1.1300000000000001
-1.1400000000000001,0.40852052,3.4958818,1.1400000000000001
-1.1500000000000001,0.40849686,3.4898388,1.1500000000000001
-1.1600000000000001,0.40847296,3.4838083,1.1600000000000001
-1.17,0.40844864,3.4777894,1.17
-1.18,0.40842402,3.4717832,1.18
-1.19,0.40839902,3.4657876,1.19
-1.2,0.4083737,3.4598036,1.2
-1.21,0.4083481,3.453831,1.21
-1.22,0.40832216,3.447868,1.22
-1.23,0.40829587,3.4419158,1.23
-1.24,0.40826923,3.4359736,1.24
-1.25,0.40824232,3.430042,1.25
-1.26,0.40821505,3.424119,1.26
-1.27,0.40818748,3.4182057,1.27
-1.28,0.40815955,3.4123015,1.28
-1.29,0.40813136,3.4064064,1.29
-1.3,0.4081028,3.4005198,1.3
-1.31,0.40807396,3.3946416,1.31
-1.32,0.40804484,3.3887713,1.32
-1.33,0.40801534,3.3829093,1.33
-1.34,0.40798557,3.3770547,1.34
-1.35,0.40795553,3.3712082,1.35
-1.36,0.4079252,3.3653688,1.36
-1.37,0.40789452,3.3595364,1.37
-1.3800000000000001,0.40786356,3.3537111,1.3800000000000001
-1.3900000000000001,0.40783238,3.3478928,1.3900000000000001
-1.4000000000000001,0.40780085,3.3420806,1.4000000000000001
-1.4100000000000001,0.40776908,3.3362756,1.4100000000000001
-1.42,0.40773702,3.330476,1.42
-1.43,0.40770465,3.3246825,1.43
-1.44,0.40767205,3.3188953,1.44
-1.45,0.40763918,3.313114,1.45
-1.46,0.40760607,3.3073382,1.46
-1.47,0.40757266,3.301568,1.47
-1.48,0.407539,3.2958028,1.48
-1.49,0.40750515,3.2900434,1.49
-1.5,0.407471,3.2842886,1.5
-1.51,0.40743658,3.278539,1.51
-1.52,0.40740198,3.2727942,1.52
-1.53,0.40736714,3.267054,1.53
-1.54,0.40733203,3.2613182,1.54
-1.55,0.40729675,3.2555876,1.55
-1.56,0.4072612,3.249861,1.56
-1.57,0.4072255,3.2441387,1.57
-1.58,0.4071895,3.2384207,1.58
-1.59,0.4071533,3.2327068,1.59
-1.6,0.40711692,3.226997,1.6
-1.61,0.40708035,3.2212908,1.61
-1.62,0.40704358,3.215589,1.62
-1.6300000000000001,0.40700662,3.209891,1.6300000000000001
-1.6400000000000001,0.40696943,3.204197,1.6400000000000001
-1.6500000000000001,0.4069321,3.1985064,1.6500000000000001
-1.6600000000000001,0.40689456,3.1928196,1.6600000000000001
-1.6700000000000002,0.4068568,3.1871364,1.6700000000000002
-1.68,0.40681893,3.1814568,1.68
-1.69,0.40678084,3.1757805,1.69
-1.7,0.40674257,3.1701078,1.7
-1.71,0.4067042,3.164439,1.71
-1.72,0.4066656,3.1587732,1.72
-1.73,0.40662682,3.1531107,1.73
-1.74,0.40658793,3.1474519,1.74
-1.75,0.40654886,3.1417966,1.75
-1.76,0.40650964,3.1361446,1.76
-1.77,0.40647024,3.130496,1.77
-1.78,0.40643072,3.1248507,1.78
-1.79,0.40639102,3.1192083,1.79
-1.8,0.4063512,3.11357,1.8
-1.81,0.40631127,3.107935,1.81
-1.82,0.40627116,3.1023026,1.82
-1.83,0.40623093,3.096674,1.83
-1.84,0.4061905,3.091049,1.84
-1.85,0.40615004,3.0854275,1.85
-1.86,0.40610933,3.0798092,1.86
-1.87,0.40606856,3.0741944,1.87
-1.8800000000000001,0.40602767,3.068583,1.8800000000000001
-1.8900000000000001,0.40598664,3.062975,1.8900000000000001
-1.9000000000000001,0.40594542,3.057371,1.9000000000000001
-1.9100000000000001,0.4059041,3.0517704,1.9100000000000001
-1.9200000000000002,0.40586275,3.0461729,1.9200000000000002
-1.93,0.40582114,3.0405796,1.93
-1.94,0.40577948,3.0349896,1.94
-1.95,0.4057377,3.0294034,1.95
-1.96,0.4056958,3.0238214,1.96
-1.97,0.40565372,3.0182426,1.97
-1.98,0.40561157,3.012668,1.98
-1.99,0.40556931,3.0070975,1.99
-2.0,0.40552688,3.0015306,2.0
-2.01,0.4054844,2.995968,2.01
-2.02,0.40544176,2.9904094,2.02
-2.03,0.40539902,2.9848552,2.03
-2.04,0.40535614,2.9793048,2.04
-2.05,0.4053132,2.973759,2.05
-2.0599999999999996,0.40527004,2.9682171,2.0599999999999996
-2.07,0.40522683,2.9626796,2.07
-2.0799999999999996,0.40518352,2.957147,2.0799999999999996
-2.09,0.4051401,2.9516184,2.09
-2.0999999999999996,0.4050965,2.9460948,2.0999999999999996
-2.11,0.40505284,2.9405756,2.11
-2.1199999999999997,0.40500903,2.9350612,2.1199999999999997
-2.13,0.40496513,2.9295514,2.13
-2.1399999999999997,0.4049211,2.9240463,2.1399999999999997
-2.15,0.40487695,2.9185467,2.15
-2.1599999999999997,0.40483272,2.9130518,2.1599999999999997
-2.17,0.40478832,2.9075618,2.17
-2.1799999999999997,0.40474385,2.9020767,2.1799999999999997
-2.19,0.4046992,2.8965974,2.19
-2.1999999999999997,0.4046545,2.8911228,2.1999999999999997
-2.21,0.40460968,2.885654,2.21
-2.2199999999999998,0.40456468,2.8801904,2.2199999999999998
-2.23,0.40451962,2.8747325,2.23
-2.2399999999999998,0.4044744,2.8692799,2.2399999999999998
-2.25,0.40442908,2.8638327,2.25
-2.26,0.40438366,2.8583918,2.26
-2.27,0.40433812,2.852956,2.27
-2.28,0.40429243,2.8475266,2.28
-2.29,0.40424663,2.8421025,2.29
-2.3,0.40420073,2.8366845,2.3
-2.31,0.40415466,2.8312728,2.31
-2.32,0.40410846,2.8258672,2.32
-2.3299999999999996,0.4040622,2.8204677,2.3299999999999996
-2.34,0.40401578,2.8150742,2.34
-2.3499999999999996,0.40396923,2.8096876,2.3499999999999996
-2.36,0.40392256,2.804307,2.36
-2.3699999999999997,0.4038758,2.7989328,2.3699999999999997
-2.38,0.40382886,2.7935648,2.38
-2.3899999999999997,0.40378183,2.7882042,2.3899999999999997
-2.4,0.40373468,2.7828493,2.4
-2.4099999999999997,0.4036874,2.777502,2.4099999999999997
-2.42,0.40363994,2.7721608,2.42
-2.4299999999999997,0.4035924,2.7668269,2.4299999999999997
-2.44,0.40354472,2.7614994,2.44
-2.4499999999999997,0.40349692,2.7561793,2.4499999999999997
-2.46,0.40344894,2.750866,2.46
-2.4699999999999998,0.4034009,2.7455595,2.4699999999999998
-2.48,0.4033527,2.7402604,2.48
-2.4899999999999998,0.40330437,2.7349687,2.4899999999999998
-2.5,0.40325594,2.7296836,2.5
-2.51,0.4032073,2.724406,2.51
-2.52,0.40315855,2.7191358,2.52
-2.53,0.40310973,2.7138731,2.53
-2.54,0.4030607,2.7086177,2.54
-2.55,0.40301156,2.7033699,2.55
-2.56,0.4029623,2.6981292,2.56
-2.57,0.4029129,2.6928968,2.57
-2.5799999999999996,0.40286335,2.6876714,2.5799999999999996
-2.59,0.40281367,2.6824539,2.59
-2.5999999999999996,0.40276387,2.677244,2.5999999999999996
-2.61,0.4027139,2.6720424,2.61
-2.6199999999999997,0.40266383,2.6668482,2.6199999999999997
-2.63,0.40261358,2.6616614,2.63
-2.6399999999999997,0.4025632,2.6564827,2.6399999999999997
-2.65,0.4025127,2.6513126,2.65
-2.6599999999999997,0.40246207,2.6461499,2.6599999999999997
-2.67,0.40241128,2.640995,2.67
-2.6799999999999997,0.40236035,2.6358483,2.6799999999999997
-2.69,0.40230927,2.6307096,2.69
-2.6999999999999997,0.4022581,2.6255794,2.6999999999999997
-2.71,0.40220672,2.6204567,2.71
-2.7199999999999998,0.40215528,2.6153424,2.7199999999999998
-2.73,0.4021036,2.6102364,2.73
-2.7399999999999998,0.40205187,2.6051383,2.7399999999999998
-2.75,0.40199995,2.6000488,2.75
-2.76,0.4019479,2.5949674,2.76
-2.77,0.4018957,2.5898943,2.77
-2.78,0.40184337,2.5848293,2.78
-2.79,0.40179086,2.5797725,2.79
-2.8,0.40173826,2.5747244,2.8
-2.81,0.40168548,2.5696845,2.81
-2.82,0.40163258,2.5646532,2.82
-2.8299999999999996,0.40157953,2.5596302,2.8299999999999996
-2.84,0.40152633,2.5546157,2.84
-2.8499999999999996,0.401473,2.5496092,2.8499999999999996
-2.86,0.40141952,2.5446115,2.86
-2.8699999999999997,0.40136588,2.539622,2.8699999999999997
-2.88,0.4013121,2.5346415,2.88
-2.8899999999999997,0.4012582,2.529669,2.8899999999999997
-2.9,0.40120414,2.524705,2.9
-2.9099999999999997,0.40114996,2.5197499,2.9099999999999997
-2.92,0.4010956,2.514803,2.92
-2.9299999999999997,0.40104112,2.5098646,2.9299999999999997
-2.94,0.4009865,2.5049348,2.94
-2.9499999999999997,0.40093172,2.5000134,2.9499999999999997
-2.96,0.4008768,2.495101,2.96
-2.9699999999999998,0.40082175,2.4901967,2.9699999999999998
-2.98,0.40076655,2.485301,2.98
-2.9899999999999998,0.40071118,2.4804142,2.9899999999999998
-3.0,0.4006557,2.4755359,3.0
-3.01,0.40060005,2.4706662,3.01
-3.02,0.4005443,2.4658046,3.02
-3.03,0.40048832,2.4609516,3.03
-3.04,0.40043226,2.4561076,3.04
-3.05,0.40037608,2.4512718,3.05
-3.06,0.4003197,2.4464445,3.06
-3.07,0.4002632,2.441626,3.07
-3.08,0.40020657,2.4368157,3.08
-3.09,0.40014976,2.4320147,3.09
-3.0999999999999996,0.40009284,2.4272215,3.0999999999999996
-3.11,0.4000358,2.422437,3.11
-3.1199999999999997,0.39997858,2.4176614,3.1199999999999997
-3.13,0.39992118,2.4128938,3.13
-3.1399999999999997,0.39986372,2.4081354,3.1399999999999997
-3.15,0.39980608,2.4033844,3.15
-3.1599999999999997,0.3997483,2.3986433,3.1599999999999997
-3.17,0.3996904,2.3939095,3.17
-3.1799999999999997,0.3996323,2.3891847,3.1799999999999997
-3.19,0.39957413,2.3844683,3.19
-3.1999999999999997,0.39951578,2.3797605,3.1999999999999997
-3.21,0.3994573,2.3750613,3.21
-3.2199999999999998,0.39939868,2.3703701,3.2199999999999998
-3.23,0.3993399,2.3656874,3.23
-3.2399999999999998,0.39928102,2.3610134,3.2399999999999998
-3.25,0.39922196,2.3563473,3.25
-3.26,0.39916277,2.35169,3.26
-3.27,0.39910346,2.3470414,3.27
-3.28,0.39904398,2.3424008,3.28
-3.29,0.39898437,2.3377686,3.29
-3.3,0.39892465,2.3331444,3.3
-3.31,0.39886478,2.3285291,3.31
-3.32,0.39880478,2.3239217,3.32
-3.33,0.3987446,2.3193228,3.33
-3.34,0.39868432,2.314732,3.34
-3.3499999999999996,0.39862388,2.3101494,3.3499999999999996
-3.36,0.39856336,2.3055751,3.36
-3.3699999999999997,0.39850265,2.3010097,3.3699999999999997
-3.38,0.39844182,2.2964516,3.38
-3.3899999999999997,0.39838085,2.291902,3.3899999999999997
-3.4,0.39831975,2.2873607,3.4
-3.4099999999999997,0.3982585,2.2828271,3.4099999999999997
-3.42,0.3981971,2.2783027,3.42
-3.4299999999999997,0.39813563,2.2737856,3.4299999999999997
-3.44,0.39807397,2.2692769,3.44
-3.4499999999999997,0.39801222,2.2647765,3.4499999999999997
-3.46,0.39795032,2.2602835,3.46
-3.4699999999999998,0.39788827,2.2557988,3.4699999999999998
-3.48,0.39782608,2.2513227,3.48
-3.4899999999999998,0.3977638,2.246854,3.4899999999999998
-3.5,0.39770135,2.2423935,3.5
-3.51,0.3976388,2.237941,3.51
-3.52,0.3975761,2.2334967,3.52
-3.53,0.39751327,2.22906,3.53
-3.54,0.3974503,2.2246315,3.54
-3.55,0.3973872,2.2202108,3.55
-3.56,0.39732397,2.2157981,3.56
-3.57,0.39726067,2.211393,3.57
-3.58,0.3971972,2.206996,3.58
-3.59,0.39713353,2.202607,3.59
-3.5999999999999996,0.3970698,2.1982255,3.5999999999999996
