Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.024349917,2.355537,35.730328
Adam,100,0.012558697,0.10104566,7.289805
Adam,200,0.0034562321,0.030231696,2.030433
Adam,300,0.00011271048,0.009226135,0.14861658
Adam,400,9.7351156e-05,0.006201998,0.110695556
Adam,500,9.7435426e-05,0.0048143785,0.0968615
Adam,600,9.7319564e-05,0.0038024655,0.086684436
Adam,700,9.73535e-05,0.0030460367,0.07913712
Adam,800,9.7456475e-05,0.0024740326,0.073468566
Adam,900,9.758686e-05,0.0020355068,0.069148496
Adam,1000,9.772437e-05,0.0016944987,0.06580717
Adam,1100,9.785919e-05,0.0014256395,0.06318599
Adam,1200,9.7987046e-05,0.0012108998,0.061102524
Adam,1300,9.810615e-05,0.0010373153,0.05942623
Adam,1400,9.8216165e-05,0.0008954458,0.058062542
Adam,1500,9.831732e-05,0.0007783254,0.056941915
Adam,1600,9.841025e-05,0.000680745,0.056012575
Adam,1700,9.849555e-05,0.00059876,0.055235375
Adam,1800,9.857398e-05,0.00052934844,0.054580476
Adam,1900,9.864617e-05,0.0004701685,0.054024767
Adam,2000,9.8712735e-05,0.00041938678,0.053550236
Adam,2100,9.877425e-05,0.00037555318,0.05314266
Adam,2200,9.88312e-05,0.00033751086,0.05279071
Adam,2300,9.888398e-05,0.0003043292,0.05248528
Adam,2400,9.893306e-05,0.00027525245,0.052219052
Adam,2500,9.897871e-05,0.00024966334,0.051985987
Adam,2600,9.902127e-05,0.00022705384,0.051781174
Adam,2700,9.9061e-05,0.0002070032,0.05160053
Adam,2800,9.909814e-05,0.00018916043,0.05144068
Adam,2900,9.913292e-05,0.0001732318,0.051298782
Adam,3000,9.916549e-05,0.00015896934,0.05117244
Adam,3100,9.919605e-05,0.00014616319,0.051059656
Adam,3200,9.922472e-05,0.0001346347,0.050958708
Adam,3300,9.925164e-05,0.00012423114,0.05086813
Adam,3400,9.927692e-05,0.000114821145,0.050786674
Adam,3500,9.9300676e-05,0.000106291875,0.050713256
Adam,3600,9.9322984e-05,9.854543e-05,0.050646946
Adam,3700,9.934401e-05,9.149665e-05,0.050586972
Adam,3800,9.936366e-05,8.5071704e-05,0.050532546
Adam,3900,9.938219e-05,7.920556e-05,0.050483152
Adam,4000,9.9399505e-05,7.3841555e-05,0.05043817
Adam,4100,9.9415774e-05,6.893002e-05,0.050397187
Adam,4200,9.943094e-05,6.4426284e-05,0.050359733
Adam,4300,9.9445046e-05,6.0291983e-05,0.050325442
Adam,4400,9.945821e-05,5.6492358e-05,0.05029403
Adam,4500,9.947038e-05,5.299633e-05,0.050265152
Adam,4600,9.948166e-05,4.9777074e-05,0.0502386
Adam,4700,9.9491954e-05,4.681026e-05,0.05021408
Adam,4800,9.9501354e-05,4.407404e-05,0.050191417
Adam,4900,9.9509816e-05,4.1549025e-05,0.050170396
L-BFGS-B,1,9.951735e-05,3.924005e-05,0.050151072
L-BFGS-B,2,0.0031578697,5.334274e-05,1.5794683
L-BFGS-B,3,9.952113e-05,3.8825892e-05,0.050148822
L-BFGS-B,4,9.952295e-05,3.8318576e-05,0.05014466
L-BFGS-B,5,9.9531106e-05,3.635243e-05,0.05012908
L-BFGS-B,6,9.959781e-05,1.8015484e-05,0.04997906
L-BFGS-B,7,9.9593984e-05,1.0481191e-05,0.049901802
L-BFGS-B,8,9.959298e-05,6.5616746e-06,0.04986211
L-BFGS-B,9,9.958972e-05,5.0410113e-06,0.04984527
