Stage,Epoch,Theta Loss,Grad Loss,Total Loss
Adam,0,0.026083047,0.6247997,19.28952
Adam,100,0.017799962,0.027044917,9.170431
Adam,200,0.0033129642,0.011764962,1.7741318
Adam,300,0.00069915684,0.0034105787,0.3836842
Adam,400,0.0007014165,0.0023025672,0.3737339
Adam,500,0.00070273544,0.0016639828,0.36800754
Adam,600,0.00070355204,0.0012599671,0.3643757
Adam,700,0.00070397515,0.0009894663,0.36188224
Adam,800,0.0007040621,0.0008003694,0.36003473
Adam,900,0.00070383144,0.0006636876,0.3585526
Adam,1000,0.0007032678,0.0005623362,0.35725728
Adam,1100,0.0007023199,0.00048579558,0.35601792
Adam,1200,0.0007008858,0.00042740337,0.35471693
Adam,1300,0.00069877616,0.00038297326,0.35321784
Adam,1400,0.00069441146,0.00036073354,0.35081306
Adam,1500,0.00058545894,0.0004631528,0.297361
Adam,1600,9.960853e-05,0.00024141138,0.052218378
Adam,1700,2.202166e-05,0.0002386439,0.013397269
Adam,1800,8.181479e-06,0.0002187093,0.006277832
Adam,1900,4.3767864e-06,0.00018905582,0.004078951
Adam,2000,3.0590215e-06,0.00016035125,0.0031330232
Adam,2100,2.4512592e-06,0.00013573821,0.0025830118
Adam,2200,2.0818243e-06,0.00011554971,0.0021964093
Adam,2300,1.8211888e-06,9.923775e-05,0.0019029719
Adam,2400,1.6287287e-06,8.606985e-05,0.0016750628
Adam,2500,1.4850391e-06,7.5367665e-05,0.0014961963
Adam,2600,1.37606e-06,6.6574044e-05,0.0013537705
Adam,2700,1.2905604e-06,5.9258604e-05,0.0012378662
Adam,2800,1.2200339e-06,5.3097658e-05,0.0011409936
Adam,2900,1.1585173e-06,4.7848367e-05,0.0010577424
Adam,3000,1.1021316e-06,4.332899e-05,0.0009843557
Adam,3100,1.0485453e-06,3.9400922e-05,0.0009182819
Adam,3200,9.964791e-07,3.5958066e-05,0.0008578202
Adam,3300,9.4530986e-07,3.2917575e-05,0.00080183067
Adam,3400,8.9482745e-07,3.0214169e-05,0.0007495554
Adam,3500,8.449895e-07,2.7796314e-05,0.0007004579
