psi,theta
-0.01,0.408943
-0.02,0.40894055
-0.03,0.40893817
-0.04,0.40893573
-0.05,0.40893328
-0.060000000000000005,0.40893078
-0.06999999999999999,0.40892828
-0.08,0.4089257
-0.09,0.4089231
-0.09999999999999999,0.40892047
-0.11,0.40891773
-0.12,0.408915
-0.13,0.4089122
-0.14,0.40890938
-0.15000000000000002,0.40890646
-0.16,0.4089035
-0.17,0.40890047
-0.18000000000000002,0.4088974
-0.19,0.40889427
-0.2,0.40889105
-0.21000000000000002,0.40888783
-0.22,0.40888453
-0.23,0.4088812
-0.24000000000000002,0.40887773
-0.25,0.4088742
-0.26,0.40887064
-0.27,0.408867
-0.28,0.4088633
-0.29000000000000004,0.4088595
-0.3,0.40885565
-0.31,0.40885168
-0.32,0.4088477
-0.33,0.40884358
-0.34,0.40883943
-0.35000000000000003,0.40883517
-0.36000000000000004,0.4088308
-0.37,0.4088264
-0.38,0.40882188
-0.39,0.4088173
-0.4,0.40881258
-0.41000000000000003,0.40880778
-0.42000000000000004,0.40880293
-0.43,0.40879792
-0.44,0.40879285
-0.45,0.40878764
-0.46,0.40878236
-0.47000000000000003,0.40877694
-0.48000000000000004,0.40877146
-0.49,0.40876582
-0.5,0.4087601
-0.51,0.40875426
-0.52,0.40874833
-0.53,0.40874225
-0.54,0.40873605
-0.55,0.4087297
-0.56,0.40872324
-0.5700000000000001,0.40871665
-0.5800000000000001,0.40870994
-0.59,0.4087031
-0.6,0.40869612
-0.61,0.40868902
-0.62,0.40868175
-0.63,0.40867436
-0.64,0.40866685
-0.65,0.40865913
-0.66,0.4086513
-0.67,0.4086433
-0.68,0.40863514
-0.6900000000000001,0.40862685
-0.7000000000000001,0.40861836
-0.7100000000000001,0.40860972
-0.72,0.40860096
-0.73,0.408592
-0.74,0.40858287
-0.75,0.40857357
-0.76,0.4085641
-0.77,0.40855443
-0.78,0.4085446
-0.79,0.40853462
-0.8,0.40852436
-0.81,0.408514
-0.8200000000000001,0.40850338
-0.8300000000000001,0.40849262
-0.8400000000000001,0.4084817
-0.85,0.4084705
-0.86,0.40845916
-0.87,0.40844756
-0.88,0.40843582
-0.89,0.4084238
-0.9,0.40841168
-0.91,0.40839925
-0.92,0.40838668
-0.93,0.40837383
-0.9400000000000001,0.40836078
-0.9500000000000001,0.40834755
-0.9600000000000001,0.4083341
-0.97,0.40832043
-0.98,0.40830648
-0.99,0.4082923
-1.0,0.40827793
-1.01,0.40826333
-1.02,0.40824845
-1.03,0.4082334
-1.04,0.4082181
-1.05,0.40820253
-1.06,0.40818673
-1.07,0.40817067
-1.08,0.40815443
-1.09,0.40813786
-1.1,0.4081211
-1.11,0.40810403
-1.12,0.40808678
-1.1300000000000001,0.4080693
-1.1400000000000001,0.40805143
-1.1500000000000001,0.40803346
-1.1600000000000001,0.40801513
-1.17,0.4079966
-1.18,0.40797782
-1.19,0.40795875
-1.2,0.40793937
-1.21,0.40791982
-1.22,0.40789998
-1.23,0.40787986
-1.24,0.40785953
-1.25,0.40783888
-1.26,0.40781796
-1.27,0.4077968
-1.28,0.40777537
-1.29,0.40775365
-1.3,0.40773168
-1.31,0.40770948
-1.32,0.40768695
-1.33,0.40766418
-1.34,0.40764117
-1.35,0.40761787
-1.36,0.4075943
-1.37,0.40757042
-1.3800000000000001,0.4075463
-1.3900000000000001,0.4075219
-1.4000000000000001,0.40749726
-1.4100000000000001,0.40747237
-1.42,0.40744716
-1.43,0.4074217
-1.44,0.40739596
-1.45,0.40736994
-1.46,0.40734372
-1.47,0.40731716
-1.48,0.40729034
-1.49,0.4072633
-1.5,0.40723595
-1.51,0.40720838
-1.52,0.4071805
-1.53,0.40715235
-1.54,0.40712395
-1.55,0.4070953
-1.56,0.40706638
-1.57,0.4070372
-1.58,0.40700772
-1.59,0.40697807
-1.6,0.4069481
-1.61,0.40691787
-1.62,0.40688735
-1.6300000000000001,0.40685666
-1.6400000000000001,0.40682563
-1.6500000000000001,0.40679437
-1.6600000000000001,0.40676287
-1.6700000000000002,0.4067311
-1.68,0.40669906
-1.69,0.40666682
-1.7,0.4066343
-1.71,0.40660155
-1.72,0.40656853
-1.73,0.40653524
-1.74,0.40650177
-1.75,0.406468
-1.76,0.406434
-1.77,0.4063998
-1.78,0.40636528
-1.79,0.4063306
-1.8,0.4062956
-1.81,0.4062604
-1.82,0.40622497
-1.83,0.40618926
-1.84,0.40615338
-1.85,0.40611726
-1.86,0.4060809
-1.87,0.4060443
-1.8800000000000001,0.40600747
-1.8900000000000001,0.4059704
-1.9000000000000001,0.40593305
-1.9100000000000001,0.4058956
-1.9200000000000002,0.40585786
-1.93,0.4058199
-1.94,0.40578172
-1.95,0.4057433
-1.96,0.40570468
-1.97,0.4056658
-1.98,0.40562677
-1.99,0.4055875
-2.0,0.40554798
-2.01,0.40550828
-2.02,0.40546834
-2.03,0.40542823
-2.04,0.40538788
-2.05,0.40534732
-2.0599999999999996,0.40530658
-2.07,0.40526557
-2.0799999999999996,0.4052244
-2.09,0.40518302
-2.0999999999999996,0.40514147
-2.11,0.40509966
-2.1199999999999997,0.40505767
-2.13,0.40501553
-2.1399999999999997,0.4049731
-2.15,0.40493053
-2.1599999999999997,0.40488774
-2.17,0.40484476
-2.1799999999999997,0.40480158
-2.19,0.40475821
-2.1999999999999997,0.40471467
-2.21,0.4046709
-2.2199999999999998,0.404627
-2.23,0.40458283
-2.2399999999999998,0.4045385
-2.25,0.404494
-2.26,0.4044493
-2.27,0.4044044
-2.28,0.40435934
-2.29,0.40431404
-2.3,0.40426868
-2.31,0.40422302
-2.32,0.4041772
-2.3299999999999996,0.40413123
-2.34,0.4040851
-2.3499999999999996,0.40403873
-2.36,0.40399224
-2.3699999999999997,0.4039455
-2.38,0.40389863
-2.3899999999999997,0.40385157
-2.4,0.40380436
-2.4099999999999997,0.40375698
-2.42,0.4037094
-2.4299999999999997,0.40366167
-2.44,0.40361375
